,carat,depth,table,x,y,z,cut,color,clarity,city,x/y,td,ad
998,0.28,62.4,55.0,4.17,4.2,2.61,5.0,5.0,8.0,1.0388433318946915,0.9928571428571428,0.8814102564102564,0.006125367904909789
999,0.43,61.1,58.0,4.9,4.86,2.98,4.0,7.0,2.0,1.0332326283987916,1.008230452674897,0.9492635024549918,0.00605926354301767
1000,1.22,61.5,61.0,6.89,6.83,4.22,4.0,2.0,2.0,1.0561070349589987,1.0087847730600292,0.991869918699187,0.006143381055285222
1001,1.12,61.1,57.0,6.68,6.75,4.1,5.0,7.0,5.0,1.048769961156668,0.9896296296296296,0.9328968903436988,0.0060583440165739
1002,0.41,61.8,55.0,4.76,4.79,2.95,5.0,3.0,8.0,1.0310746655157532,0.9937369519832985,0.8899676375404532,0.006095640903118261
1003,0.55,60.1,55.0,5.33,5.37,3.22,5.0,4.0,4.0,1.0548122572291756,0.9925512104283054,0.9151414309484193,0.00596767719406155
1004,0.57,61.8,56.0,5.33,5.35,3.3,5.0,6.0,7.0,1.0051791109192922,0.9962616822429907,0.9061488673139159,0.0060573117331722305
1005,0.38,61.3,60.0,4.62,4.65,2.84,4.0,2.0,5.0,1.0401381096245144,0.9935483870967742,0.9787928221859706,0.006228311544077106
1006,0.5,61.6,57.0,5.1,5.13,3.15,5.0,7.0,2.0,1.0388433318946915,0.9941520467836257,0.9253246753246753,0.006066970864585818
1007,0.92,62.0,60.0,6.26,6.19,3.86,4.0,5.0,3.0,1.0548122572291756,1.011308562197092,0.967741935483871,0.006150855727105893
1008,0.32,62.6,58.0,4.37,4.35,2.73,4.0,4.0,3.0,1.0401381096245144,1.0045977011494254,0.926517571884984,0.006166186234047041
1009,0.82,64.9,58.0,5.83,5.79,3.77,1.0,5.0,3.0,1.0401381096245144,1.0069084628670122,0.8936825885978428,0.0064435526829464285
1010,1.36,61.5,58.0,7.09,7.16,4.38,3.0,3.0,2.0,1.0388433318946915,0.9902234636871508,0.943089430894309,0.006116536058833018
1011,0.33,61.8,53.0,4.48,4.51,2.78,5.0,5.0,7.0,1.0358221838584376,0.993348115299335,0.8576051779935275,0.005875090868072093
1012,0.33,61.0,57.0,4.45,4.47,2.72,5.0,2.0,3.0,1.0561070349589987,0.9955257270693513,0.9344262295081968,0.00609926498312167
1013,1.2,61.9,54.0,6.8,6.86,4.23,5.0,3.0,3.0,1.0388433318946915,0.9912536443148687,0.8723747980613894,0.006081459939598939
1014,1.02,62.2,57.0,6.39,6.43,3.99,5.0,5.0,5.0,1.0401381096245144,0.9937791601866252,0.9163987138263665,0.006221791381468443
1015,0.34,62.0,59.0,4.43,4.47,2.76,4.0,4.0,4.0,1.0360379801467414,0.9910514541387024,0.9516129032258065,0.006220976855843646
1016,1.21,59.4,56.0,6.95,7.0,4.14,3.0,5.0,3.0,1.0401381096245144,0.9928571428571429,0.9427609427609428,0.00600761626723466
1017,0.3,61.6,56.0,4.3,4.34,2.66,5.0,6.0,7.0,1.048769961156668,0.9907834101382489,0.9090909090909091,0.006043401290709358
1018,0.9,57.4,65.0,6.26,6.29,3.6,1.0,7.0,4.0,1.0,0.9952305246422893,1.0981290879508934,0.006349141849987556
1019,1.0,62.4,58.0,6.39,6.27,3.95,4.0,5.0,3.0,1.0561070349589987,1.0191387559808613,0.9294871794871795,0.006318798485523017
1020,1.35,62.1,59.0,7.06,7.02,4.37,4.0,4.0,5.0,1.0332326283987916,1.0056980056980056,0.9500805152979066,0.006233192197240143
1021,0.71,62.4,59.0,5.68,5.7,3.55,3.0,4.0,2.0,1.0,0.9964912280701753,0.9455128205128205,0.00617741536940944
1022,0.5,62.6,56.0,5.1,5.06,3.18,4.0,4.0,3.0,1.0360379801467414,1.007905138339921,0.8945686900958466,0.0060928739208911
1023,0.43,61.8,57.0,4.79,4.85,2.98,5.0,6.0,6.0,1.048769961156668,0.9876288659793815,0.9223300970873787,0.006211191787591108
1024,0.41,62.9,58.0,4.77,4.74,2.99,4.0,6.0,2.0,1.0051791109192922,1.0063291139240504,0.9220985691573927,0.006064792515608187
1025,2.14,60.3,60.0,8.31,8.43,5.05,3.0,7.0,2.0,1.0358221838584376,0.9857651245551602,0.9950248756218906,0.006049142242230183
1026,0.3,61.7,57.0,4.32,4.34,2.67,5.0,6.0,7.0,1.0332326283987916,0.9953917050691246,0.9238249594813613,0.005992892908442021
1027,0.91,58.9,61.0,6.36,6.33,3.74,4.0,5.0,2.0,1.0401381096245144,1.004739336492891,1.035653650254669,0.0060437844153673325
1028,0.32,62.9,56.0,4.39,4.36,2.75,5.0,6.0,4.0,1.048769961156668,1.006880733944954,0.890302066772655,0.006079477772859312
1029,0.53,63.7,55.0,5.12,5.15,3.27,2.0,6.0,4.0,1.0548122572291756,0.9941747572815534,0.8634222919937206,0.0061468261037380114
1030,0.33,62.1,56.0,4.41,4.45,2.75,3.0,2.0,6.0,1.0388433318946915,0.9910112359550561,0.9017713365539453,0.0061148054727508975
1031,0.29,62.9,58.0,4.2,4.29,2.67,3.0,7.0,6.0,1.0388433318946915,0.9790209790209791,0.9220985691573927,0.006028095915736364
1032,1.04,61.3,55.0,6.49,6.44,3.96,5.0,3.0,3.0,1.0388433318946915,1.0077639751552794,0.8972267536704731,0.006283586373356588
1033,0.81,61.5,57.0,6.0,6.06,3.71,5.0,6.0,4.0,1.0561070349589987,0.9900990099009902,0.926829268292683,0.0060046435910437405
1034,0.36,61.7,53.7,4.58,4.62,2.84,5.0,1.0,5.0,1.0561070349589987,0.9913419913419913,0.8703403565640194,0.005990688074457064
1035,0.47,61.0,55.0,5.03,5.01,3.06,5.0,7.0,5.0,1.0561070349589987,1.003992015968064,0.9016393442622951,0.006094958045810172
1036,0.3,60.6,60.0,4.32,4.3,2.61,4.0,7.0,3.0,1.0360379801467414,1.0046511627906978,0.9900990099009901,0.006187689962081836
1037,1.03,62.4,53.0,6.45,6.51,4.05,5.0,3.0,6.0,1.0561070349589987,0.9907834101382489,0.8493589743589743,0.006056775804768359
1038,0.25,60.7,59.0,4.13,4.11,2.5,4.0,6.0,5.0,1.0358221838584376,1.0048661800486618,0.971993410214168,0.0058912591388157395
1039,1.66,62.7,56.0,7.45,7.63,4.73,5.0,6.0,2.0,1.0401381096245144,0.9764089121887287,0.8931419457735247,0.006173993054741318
1040,1.5,63.3,58.0,7.24,7.27,4.59,2.0,2.0,6.0,1.0017263703064307,0.9958734525447044,0.9162717219589258,0.006208770350051963
1041,0.41,62.8,58.0,4.73,4.69,2.96,4.0,5.0,4.0,1.0360379801467414,1.0085287846481876,0.9235668789808917,0.006243931964167991
1042,1.57,61.8,55.0,7.47,7.51,4.63,5.0,3.0,3.0,1.0051791109192922,0.9946737683089214,0.8899676375404532,0.006044468554559016
1043,0.9,62.6,62.0,6.15,6.18,3.86,2.0,6.0,3.0,1.0358221838584376,0.9951456310679613,0.9904153354632588,0.0061346757639818466
1044,1.27,61.3,55.0,6.98,7.02,4.29,5.0,5.0,8.0,1.0699179974104445,0.9943019943019944,0.8972267536704731,0.0060416267895512625
1045,0.4,62.6,57.0,4.68,4.71,2.94,5.0,1.0,4.0,1.048769961156668,0.9936305732484076,0.9105431309904153,0.006172284000612785
1046,1.13,59.6,57.0,6.83,6.79,4.06,5.0,5.0,3.0,1.0332326283987916,1.0058910162002945,0.9563758389261745,0.006001529317136115
1047,0.35,61.2,58.0,4.51,4.54,2.77,4.0,4.0,5.0,1.0401381096245144,0.9933920704845814,0.9477124183006536,0.006171004747830001
1048,0.31,63.5,58.0,4.3,4.27,2.72,3.0,7.0,3.0,1.048769961156668,1.0070257611241218,0.9133858267716536,0.006207210295479229
1049,0.63,60.3,61.0,5.55,5.5,3.33,4.0,5.0,2.0,1.0360379801467414,1.009090909090909,1.0116086235489221,0.006197844035681873
1050,1.01,62.6,56.0,6.41,6.34,3.99,4.0,4.0,4.0,1.0,1.0110410094637226,0.8945686900958466,0.0062287541666510935
1051,1.0,59.7,58.0,6.48,6.55,3.89,3.0,3.0,2.0,1.0360379801467414,0.9893129770992367,0.9715242881072026,0.0060566725271030035
1052,0.92,61.8,59.0,6.11,6.19,3.8,2.0,6.0,2.0,1.0017263703064307,0.9870759289176091,0.9546925566343043,0.006401361764471356
1053,1.57,60.2,58.0,7.51,7.57,4.54,3.0,2.0,4.0,1.0310746655157532,0.9920739762219286,0.9634551495016611,0.0060828622686012355
1054,1.5,60.7,60.0,7.35,7.4,4.48,5.0,2.0,6.0,1.0360379801467414,0.9932432432432432,0.9884678747940692,0.006155937278386257
1055,1.24,63.7,60.0,6.77,6.7,4.3,2.0,4.0,2.0,1.0358221838584376,1.0104477611940297,0.9419152276295133,0.006357549615804048
1056,2.1,61.3,55.0,8.19,8.25,5.04,5.0,4.0,2.0,1.0332326283987916,0.9927272727272727,0.8972267536704731,0.0061666728333395005
1057,1.05,61.3,58.0,6.52,6.47,3.98,4.0,3.0,3.0,1.0360379801467414,1.007727975270479,0.9461663947797717,0.006253949220028897
1058,0.5,62.2,60.0,5.15,5.05,3.17,4.0,7.0,4.0,1.048769961156668,1.0198019801980198,0.9646302250803858,0.006064739272310129
1059,1.5,65.8,57.0,7.19,7.15,4.72,1.0,3.0,6.0,1.0310746655157532,1.0055944055944055,0.8662613981762919,0.0061817911467849
1060,0.72,61.7,58.0,5.67,5.77,3.53,4.0,1.0,4.0,1.0,0.9826689774696707,0.940032414910859,0.006234461092793486
1061,0.5,61.0,61.0,5.07,5.12,3.11,2.0,6.0,5.0,1.0360379801467414,0.990234375,1.0,0.006193436582380436
1062,1.24,61.4,59.0,6.91,6.87,4.23,4.0,7.0,2.0,1.0358221838584376,1.0058224163027656,0.9609120521172638,0.0061751360924050544
1063,1.01,60.8,56.0,6.53,6.49,3.96,5.0,4.0,3.0,1.0401381096245144,1.0061633281972264,0.9210526315789475,0.006018223466671663
1064,0.41,62.2,58.0,4.74,4.71,2.94,4.0,3.0,6.0,1.0358221838584376,1.0063694267515924,0.932475884244373,0.006246507668974582
1065,2.06,62.2,60.0,8.14,8.1,5.05,4.0,2.0,2.0,1.0,1.0049382716049384,0.9646302250803858,0.006186804866672854
1066,1.0,63.1,58.0,6.37,6.33,4.01,3.0,4.0,6.0,1.0358221838584376,1.0063191153238547,0.919175911251981,0.0061846123739460815
1067,0.31,61.9,58.0,4.32,4.34,2.68,3.0,3.0,7.0,1.0699179974104445,0.9953917050691246,0.9369951534733442,0.0061695490799968415
1068,0.28,62.4,55.0,4.17,4.2,2.61,5.0,4.0,8.0,1.0360379801467414,0.9928571428571428,0.8814102564102564,0.006125367904909789
1069,2.06,64.1,56.0,8.09,7.97,5.15,2.0,1.0,3.0,1.0051791109192922,1.0150564617314932,0.8736349453978159,0.006203733717137659
1070,0.42,58.6,61.0,4.92,4.95,2.89,3.0,3.0,3.0,1.0017263703064307,0.9939393939393939,1.0409556313993173,0.005967344983295696
1071,1.07,62.0,56.0,6.58,6.52,4.06,5.0,4.0,5.0,1.0017263703064307,1.0092024539877302,0.9032258064516129,0.006143052893821134
1072,0.5,64.9,57.0,4.98,4.94,3.22,1.0,4.0,5.0,1.0,1.008097165991903,0.8782742681047765,0.0063118670270389254
1073,0.41,61.0,57.0,4.81,4.79,2.93,5.0,4.0,8.0,1.0699179974104445,1.0041753653444676,0.9344262295081968,0.006073452602412965
1074,1.21,60.8,60.0,6.88,6.86,4.18,4.0,1.0,6.0,1.0548122572291756,1.0029154518950436,0.986842105263158,0.00613333285753539
1075,0.6,60.4,63.0,5.45,5.41,3.28,3.0,3.0,3.0,1.0310746655157532,1.0073937153419594,1.0430463576158941,0.006204169284481429
1076,0.34,60.0,58.0,4.51,4.55,2.72,4.0,2.0,3.0,1.0017263703064307,0.9912087912087912,0.9666666666666667,0.006091469506103653
1077,1.57,62.2,55.0,7.44,7.49,4.64,5.0,3.0,5.0,1.0310746655157532,0.9933244325767691,0.8842443729903536,0.006071932271083976
1078,0.4,62.4,56.0,4.72,4.74,2.95,5.0,4.0,6.0,1.0358221838584376,0.9957805907172995,0.8974358974358975,0.006060628099253694
1079,0.5,60.7,61.0,5.12,5.09,3.1,4.0,7.0,3.0,1.0388433318946915,1.0058939096267192,1.0049423393739703,0.006189001204132074
1080,0.51,61.9,56.0,5.16,5.12,3.18,5.0,6.0,4.0,1.0358221838584376,1.0078125,0.9046849757673667,0.006070485044610209
1081,1.2,62.5,57.0,6.72,6.79,4.22,3.0,1.0,4.0,1.048769961156668,0.9896907216494845,0.912,0.006232033048720539
1082,1.23,62.4,55.0,6.87,6.82,4.27,5.0,7.0,6.0,1.0358221838584376,1.0073313782991202,0.8814102564102564,0.006148032076412662
1083,1.28,60.2,58.0,7.03,7.13,4.26,3.0,3.0,2.0,1.0548122572291756,0.9859747545582048,0.9634551495016611,0.005994535213103433
1084,0.4,62.6,59.0,4.68,4.74,2.95,4.0,5.0,3.0,1.0401381096245144,0.9873417721518987,0.9424920127795527,0.006112428339418256
1085,0.43,63.4,56.0,4.79,4.77,3.03,3.0,6.0,3.0,1.0360379801467414,1.0041928721174005,0.8832807570977919,0.006211148812784405
1086,1.51,63.3,53.0,7.33,7.26,4.62,3.0,4.0,5.0,1.0310746655157532,1.0096418732782368,0.8372827804107426,0.006141781704678438
1087,0.9,62.9,61.0,6.1,6.14,3.85,2.0,2.0,6.0,1.0310746655157532,0.993485342019544,0.9697933227344993,0.00624142237855059
1088,0.4,62.0,57.0,4.66,4.7,2.9,3.0,6.0,4.0,1.0358221838584376,0.9914893617021276,0.9193548387096774,0.006297645625183026
1089,2.01,66.1,53.0,7.82,7.92,5.2,1.0,3.0,4.0,1.0561070349589987,0.9873737373737375,0.8018154311649017,0.006241094796082007
1090,1.01,60.8,59.0,6.46,6.42,3.92,4.0,6.0,5.0,1.0358221838584376,1.0062305295950156,0.9703947368421053,0.0062125194396499385
1091,1.01,60.3,56.0,6.56,6.5,3.94,5.0,5.0,4.0,1.048769961156668,1.0092307692307692,0.9286898839137645,0.006011847506214227
1092,1.01,62.1,60.0,6.38,6.35,3.95,3.0,4.0,2.0,1.0051791109192922,1.004724409448819,0.966183574879227,0.006311460581335511
1093,0.33,61.9,56.0,4.41,4.45,2.74,5.0,4.0,2.0,1.0358221838584376,0.9910112359550561,0.9046849757673667,0.006137122281045609
1094,1.02,62.7,56.0,6.37,6.43,4.01,5.0,2.0,4.0,1.0310746655157532,0.9906687402799379,0.8931419457735247,0.0062101972400653615
1095,2.02,61.1,61.0,8.11,8.08,4.95,4.0,2.0,2.0,1.0,1.0037128712871286,0.9983633387888707,0.006227503144889089
1096,0.36,61.4,56.0,4.56,4.59,2.81,5.0,3.0,3.0,1.0310746655157532,0.9934640522875816,0.9120521172638437,0.00612094747370135
1097,1.16,61.3,55.0,6.79,6.84,4.18,5.0,4.0,2.0,1.0358221838584376,0.9926900584795322,0.8972267536704731,0.005975246572670681
1098,0.31,63.6,57.0,4.31,4.28,2.73,2.0,3.0,3.0,1.0401381096245144,1.0070093457943923,0.8962264150943396,0.006155707957646505
1099,0.7,61.6,57.0,5.71,5.76,3.53,5.0,6.0,3.0,1.0699179974104445,0.9913194444444444,0.9253246753246753,0.006029270142723505
1100,0.42,63.1,56.0,4.82,4.79,3.03,3.0,5.0,3.0,1.048769961156668,1.0062630480167014,0.8874801901743264,0.006003770882723283
1101,0.26,62.1,56.0,4.07,4.11,2.54,3.0,4.0,5.0,1.0051791109192922,0.9902676399026764,0.9017713365539453,0.006119323321461375
1102,0.4,61.2,57.0,4.74,4.7,2.89,5.0,6.0,3.0,1.0401381096245144,1.0085106382978724,0.9313725490196078,0.006212779625561984
1103,2.02,61.1,58.0,8.04,8.1,4.93,4.0,1.0,4.0,1.048769961156668,0.9925925925925926,0.9492635024549918,0.00629163301265939
1104,0.5,61.7,55.0,5.13,5.15,3.17,5.0,5.0,2.0,1.0358221838584376,0.9961165048543689,0.8914100486223663,0.005970162441552855
1105,0.36,63.7,55.0,4.52,4.49,2.87,2.0,3.0,4.0,1.0017263703064307,1.0066815144766146,0.8634222919937206,0.006180673870631217
1106,0.31,62.2,56.0,4.37,4.34,2.71,5.0,3.0,7.0,1.0310746655157532,1.0069124423963134,0.9003215434083601,0.006031443119269375
1107,0.5,59.3,56.0,5.25,5.3,3.13,3.0,6.0,6.0,1.0360379801467414,0.9905660377358491,0.9443507588532885,0.005741038955819835
1108,0.52,60.9,57.0,5.2,5.17,3.16,4.0,6.0,4.0,1.0051791109192922,1.0058027079303675,0.9359605911330049,0.006120999926548001
1109,0.71,62.2,57.0,5.74,5.7,3.56,5.0,6.0,5.0,1.0699179974104445,1.0070175438596491,0.9163987138263665,0.00609567217578064
1110,0.56,60.8,57.0,5.29,5.33,3.23,3.0,5.0,4.0,1.0,0.9924953095684803,0.9375,0.006148973531534808
1111,2.01,62.5,62.0,8.09,8.04,5.04,4.0,3.0,2.0,1.0548122572291756,1.006218905472637,0.992,0.006131418368748405
1112,0.54,62.1,56.0,5.19,5.22,3.23,5.0,4.0,6.0,1.0358221838584376,0.9942528735632186,0.9017713365539453,0.006170969169220934
1113,0.56,61.9,57.0,5.29,5.31,3.28,3.0,6.0,5.0,1.0561070349589987,0.9962335216572505,0.9208400646203554,0.00607804610614752
1114,1.44,61.8,57.0,7.21,7.09,4.42,4.0,4.0,5.0,1.0358221838584376,1.0169252468265162,0.9223300970873787,0.006373217248485784
1115,0.31,63.5,57.0,4.26,4.28,2.71,2.0,2.0,5.0,1.0310746655157532,0.9953271028037383,0.8976377952755905,0.006273920841090733
1116,0.71,58.9,62.0,5.92,5.83,3.46,4.0,4.0,3.0,1.0561070349589987,1.0154373927958833,1.0526315789473684,0.005945549352682083
1117,1.23,63.1,58.0,6.77,6.91,4.32,3.0,2.0,5.0,1.0699179974104445,0.979739507959479,0.919175911251981,0.006086318123119624
1118,0.7,60.3,60.0,5.74,5.77,3.47,3.0,7.0,3.0,1.0360379801467414,0.9948006932409014,0.9950248756218906,0.006090891449472583
1119,0.5,62.8,57.0,5.05,5.07,3.18,3.0,4.0,6.0,1.0051791109192922,0.9960552268244575,0.9076433121019108,0.006141062917277548
1120,1.08,61.9,57.0,6.57,6.55,4.06,5.0,4.0,2.0,1.048769961156668,1.003053435114504,0.9208400646203554,0.006181459844464168
1121,0.9,64.2,54.0,6.08,6.11,3.91,3.0,6.0,2.0,1.0561070349589987,0.9950900163666121,0.8411214953271028,0.006196136298695848
1122,0.56,60.0,60.0,5.48,5.42,3.11,4.0,4.0,2.0,1.0017263703064307,1.011070110701107,1.0,0.006062444739733618
1123,0.51,61.4,55.0,5.2,5.15,3.18,5.0,6.0,4.0,1.0358221838584376,1.0097087378640777,0.8957654723127036,0.005988698972761987
1124,0.33,61.2,58.0,4.5,4.45,2.74,4.0,5.0,4.0,1.0358221838584376,1.0112359550561798,0.9477124183006536,0.006014379835424696
1125,0.3,61.0,60.0,4.3,4.22,2.6,4.0,5.0,5.0,1.0561070349589987,1.018957345971564,0.9836065573770492,0.0063586804466337155
1126,1.51,59.0,62.0,7.41,7.36,4.36,4.0,6.0,1.0,1.0561070349589987,1.0067934782608696,1.0508474576271187,0.006350302822811377
1127,0.38,59.1,58.0,4.76,4.71,2.8,4.0,3.0,7.0,1.0358221838584376,1.010615711252654,0.9813874788494078,0.006053376764718627
1128,0.35,61.4,54.0,4.58,4.54,2.8,5.0,5.0,4.0,1.0401381096245144,1.0088105726872247,0.8794788273615636,0.006011580709077968
1129,1.71,61.4,57.0,7.65,7.72,4.72,5.0,4.0,5.0,1.0332326283987916,0.9909326424870467,0.9283387622149837,0.00613444640172746
1130,1.01,63.9,57.0,6.29,6.36,4.04,2.0,7.0,2.0,1.0699179974104445,0.9889937106918238,0.892018779342723,0.006249312575616682
1131,1.01,64.7,59.0,6.23,6.11,3.99,1.0,6.0,3.0,1.0,1.0196399345335516,0.9119010819165378,0.006649962881684906
1132,1.21,62.5,57.0,6.77,6.7,4.21,5.0,4.0,5.0,1.0401381096245144,1.0104477611940297,0.912,0.006336359407522117
1133,0.7,61.9,58.0,5.69,5.72,3.53,5.0,4.0,3.0,1.0548122572291756,0.9947552447552449,0.9369951534733442,0.006092773584073365
1134,0.3,59.5,62.0,4.35,4.32,2.58,4.0,3.0,3.0,1.0388433318946915,1.0069444444444442,1.0420168067226891,0.006187689962081836
1135,0.31,61.6,56.0,4.34,4.36,2.68,5.0,3.0,5.0,1.0332326283987916,0.9954128440366972,0.9090909090909091,0.006112947712290448
1136,0.24,61.2,55.0,4.03,4.08,2.48,3.0,6.0,7.0,1.0017263703064307,0.9877450980392157,0.8986928104575163,0.005885648904563025
1137,0.41,62.7,60.0,4.71,4.75,2.96,3.0,4.0,4.0,1.0388433318946915,0.991578947368421,0.9569377990430622,0.0061912398486317355
1138,0.33,59.7,59.0,4.53,4.52,2.7,4.0,3.0,5.0,1.0017263703064307,1.002212389380531,0.9882747068676716,0.005969164382104662
1139,0.59,64.5,57.0,5.37,5.16,3.42,1.0,3.0,2.0,1.0358221838584376,1.0397138488705084,0.8837209302325582,0.00622589680983359
1140,0.31,56.71551200438401,62.0,4.6,4.56,2.56,1.0,6.0,4.0,1.048769961156668,1.0087719298245614,1.093175355539548,0.005772966723874906
1141,0.33,59.5,60.0,4.55,4.52,2.7,4.0,4.0,6.0,1.0699179974104445,1.0066371681415929,1.0084033613445378,0.005942926296908599
1142,0.5,59.4,60.0,5.14,5.16,3.06,4.0,4.0,4.0,1.0017263703064307,0.9961240310077518,1.0101010101010102,0.0061607808045447444
1143,1.01,63.9,56.0,6.37,6.31,4.05,2.0,6.0,3.0,1.0548122572291756,1.0095087163232965,0.8763693270735524,0.006204368139316446
1144,0.28,64.0,54.0,4.11,4.17,2.65,3.0,6.0,6.0,1.0401381096245144,0.985611510791367,0.84375,0.0061650170292082
1145,1.23,66.76267857774427,56.0,6.76,6.56,4.49,1.0,6.0,1.0,1.0388433318946915,1.0304878048780488,0.8387919896711263,0.006177435721722171
1146,0.53,61.2,55.0,5.21,5.25,3.2,5.0,7.0,4.0,1.0699179974104445,0.9923809523809524,0.8986928104575163,0.006055205191481583
1147,1.17,63.3,61.0,6.65,6.59,4.19,3.0,4.0,3.0,1.0699179974104445,1.0091047040971168,0.9636650868878357,0.00637183878169571
1148,1.08,61.0,59.0,6.66,6.61,4.05,4.0,7.0,5.0,1.0310746655157532,1.0075642965204237,0.9672131147540983,0.00605749471104993
1149,2.01,60.3,59.0,8.14,8.21,4.93,3.0,2.0,3.0,1.0561070349589987,0.9914738124238733,0.9784411276948591,0.006100726787170123
1150,0.36,61.5,59.0,4.55,4.52,2.79,4.0,7.0,3.0,1.0332326283987916,1.0066371681415929,0.959349593495935,0.00627405708764544
1151,1.28,59.1,62.0,7.06,7.16,4.2,2.0,1.0,5.0,1.048769961156668,0.9860335195530725,1.0490693739424704,0.006028967682472359
1152,1.01,59.8,60.0,6.46,6.51,3.88,3.0,7.0,4.0,1.0310746655157532,0.9923195084485408,1.0033444816053512,0.0061897932295281715
1153,1.01,59.8,65.32022009079506,6.42,6.48,3.86,1.0,4.0,2.0,1.0,0.9907407407407407,1.0923113727557703,0.006289614608286289
1154,0.3,61.5,58.0,4.29,4.31,2.64,4.0,5.0,6.0,1.0699179974104445,0.9953596287703017,0.943089430894309,0.00614586145064947
1155,1.56,57.2,62.0,7.66,7.72,4.4,2.0,2.0,4.0,1.0,0.9922279792746115,1.083916083916084,0.005995506137553514
1156,0.78,62.4,54.0,5.95,5.9,3.7,5.0,5.0,3.0,1.0401381096245144,1.0084745762711864,0.8653846153846154,0.006005150571451667
1157,0.54,61.6,55.0,5.28,5.27,3.25,5.0,5.0,7.0,1.0561070349589987,1.0018975332068312,0.8928571428571428,0.005971258343174852
1158,0.32,61.4,58.0,4.36,4.4,2.69,4.0,4.0,5.0,1.048769961156668,0.9909090909090909,0.9446254071661238,0.006200954326870904
1159,1.32,60.9,59.0,7.02,7.19,4.33,3.0,2.0,2.0,1.0332326283987916,0.976356050069541,0.9688013136288999,0.006039764878542114
1160,1.5,63.5,58.0,7.23,7.17,4.57,3.0,3.0,3.0,1.0051791109192922,1.0083682008368202,0.9133858267716536,0.006331660293407365
1161,1.1,62.3,58.0,6.55,6.61,4.1,3.0,4.0,3.0,1.0401381096245144,0.9909228441754916,0.9309791332263243,0.006196779871506953
1162,0.5,61.4,60.0,5.18,5.03,3.14,4.0,6.0,1.0,1.0051791109192922,1.029821073558648,0.9771986970684039,0.006111426759512766
1163,2.07,58.9,61.0,8.45,8.35,4.95,4.0,6.0,2.0,1.0699179974104445,1.0119760479041915,1.035653650254669,0.005926823061783909
1164,0.3,61.2,57.0,4.3,4.39,2.66,5.0,3.0,7.0,1.0561070349589987,0.979498861047836,0.9313725490196078,0.005974569840929069
1165,0.27,62.4,59.0,4.13,4.11,2.57,4.0,4.0,4.0,1.048769961156668,1.0048661800486618,0.9455128205128205,0.006189260573853112
1166,1.0,62.3,55.0,6.34,6.44,3.98,3.0,4.0,7.0,1.0699179974104445,0.9844720496894409,0.882825040128411,0.006153777685968885
1167,0.5,60.0,63.0,5.1,5.06,3.05,3.0,4.0,3.0,1.0017263703064307,1.007905138339921,1.05,0.006352570186371705
1168,0.23,63.5,54.0,3.92,3.95,2.5,3.0,6.0,7.0,1.0332326283987916,0.9924050632911392,0.8503937007874016,0.00594161715319039
1169,0.55,58.1,62.0,5.38,5.46,3.15,3.0,6.0,4.0,1.048769961156668,0.9853479853479853,1.0671256454388984,0.00594397832847116
1170,0.4,62.0,57.0,4.73,4.75,2.94,5.0,2.0,6.0,1.0699179974104445,0.9957894736842107,0.9193548387096774,0.006055610182205741
1171,1.22,61.1,58.0,6.84,6.91,4.2,4.0,2.0,5.0,1.0360379801467414,0.9898697539797394,0.9492635024549918,0.006145771245931196
1172,0.34,62.1,58.0,4.45,4.5,2.78,4.0,7.0,4.0,1.0310746655157532,0.9888888888888889,0.9339774557165861,0.006107473571704435
1173,0.34,63.0,55.0,4.48,4.44,2.81,5.0,3.0,6.0,1.0310746655157532,1.009009009009009,0.873015873015873,0.006082913111382861
1174,0.85,63.0,56.0,6.0,6.04,3.79,5.0,6.0,3.0,1.0548122572291756,0.9933774834437086,0.8888888888888888,0.0061885873712045755
1175,0.53,63.1,56.0,5.15,5.19,3.26,2.0,6.0,3.0,1.0332326283987916,0.9922928709055877,0.8874801901743264,0.006082521919171088
1176,1.72,61.4,59.0,7.64,7.71,4.71,4.0,3.0,3.0,1.048769961156668,0.9909208819714656,0.9609120521172638,0.006199544806352245
1177,0.31,62.2,54.0,4.38,4.4,2.73,5.0,4.0,4.0,1.0360379801467414,0.9954545454545454,0.8681672025723473,0.005892129179800413
1178,0.3,61.9,58.0,4.3,4.26,2.65,4.0,6.0,8.0,1.0358221838584376,1.0093896713615023,0.9369951534733442,0.0061801259509668815
1179,0.91,63.8,58.0,6.04,6.09,3.87,2.0,7.0,2.0,1.0332326283987916,0.9917898193760263,0.9090909090909092,0.006392580358177261
1180,0.51,62.1,55.0,5.1,5.13,3.17,5.0,2.0,4.0,1.0561070349589987,0.9941520467836257,0.8856682769726247,0.0061492673147994425
1181,1.1,62.6,55.0,6.57,6.6,4.13,5.0,2.0,2.0,1.0561070349589987,0.9954545454545456,0.8785942492012779,0.0061423325876541575
1182,0.72,61.4,56.0,5.79,5.77,3.55,5.0,3.0,7.0,1.0401381096245144,1.0034662045060658,0.9120521172638437,0.00607085369229954
1183,0.3,62.8,59.0,4.26,4.28,2.68,3.0,7.0,4.0,1.0310746655157532,0.9953271028037383,0.9394904458598726,0.0061395012563875365
1184,1.28,61.2,58.0,7.09,6.96,4.3,4.0,7.0,2.0,1.0401381096245144,1.01867816091954,0.9477124183006536,0.0060323431619054525
