,carat,depth,table,x,y,z,cut,color,clarity,city,x/y,td,ad,cc
2598,0.36,62.8,56.0,4.54,4.51,2.84,2.23606797749979,2.449489742783178,2.0,1.0561070349589987,1.0066518847006651,0.89171974522293,0.0061908711615051085,0.72
2599,0.53,60.1,58.0,5.27,5.32,3.18,1.7320508075688772,2.0,2.23606797749979,1.0388433318946915,0.9906015037593984,0.9650582362728786,0.005944652903606264,1.1851160280748887
2600,1.51,63.6,61.0,7.1,7.25,4.56,1.4142135623730951,2.6457513110645907,1.7320508075688772,1.0401381096245144,0.9793103448275862,0.9591194968553459,0.006433032557109142,2.6153967194290044
2601,0.72,62.7,58.0,5.65,5.68,3.55,1.7320508075688772,2.6457513110645907,2.23606797749979,1.0561070349589987,0.994718309859155,0.9250398724082934,0.006319858575609208,1.6099689437998486
2602,0.35,62.2,55.0,4.48,4.53,2.8,2.23606797749979,2.23606797749979,2.0,1.0017263703064307,0.9889624724061811,0.8842443729903536,0.006159334594765057,0.7
2603,0.77,60.9,57.0,5.92,5.94,3.61,2.23606797749979,1.4142135623730951,2.23606797749979,1.0017263703064307,0.9966329966329965,0.9359605911330049,0.006065622409112715,1.7217723426748381
2604,1.07,60.4,57.0,6.62,6.56,3.98,2.23606797749979,2.449489742783178,1.7320508075688772,1.0358221838584376,1.0091463414634148,0.9437086092715232,0.006190687428743453,1.8532943640986987
2605,1.93,62.8,58.0,7.89,7.97,4.98,1.7320508075688772,1.4142135623730951,1.7320508075688772,1.0332326283987916,0.9899623588456713,0.9235668789808917,0.006163006725207055,3.342858058607933
2606,0.52,60.0,57.0,5.24,5.22,3.14,2.0,2.23606797749979,2.0,1.0699179974104445,1.003831417624521,0.95,0.006054411085570811,1.04
2607,0.86,66.5,54.1,5.89,5.97,3.94,1.0,2.0,2.0,1.0358221838584376,0.9865996649916248,0.8135338345864662,0.0062074410443595145,1.72
2608,0.35,61.2,56.0,4.53,4.56,2.78,1.7320508075688772,2.0,2.23606797749979,1.0360379801467414,0.9934210526315791,0.9150326797385621,0.006094810453484546,0.7826237921249264
2609,0.91,63.1,60.0,6.13,6.17,3.88,1.7320508075688772,2.23606797749979,1.7320508075688772,1.0332326283987916,0.993517017828201,0.9508716323296355,0.006201032794959213,1.5761662348876784
2610,0.9,62.0,57.0,6.17,6.19,3.83,2.23606797749979,1.7320508075688772,1.4142135623730951,1.0358221838584376,0.9967689822294021,0.9193548387096774,0.0061527309214085765,1.2727922061357857
2611,0.4,59.7,58.0,4.8,4.78,2.86,2.0,2.0,2.449489742783178,1.0561070349589987,1.00418410041841,0.9715242881072026,0.0060957173927885236,0.9797958971132712
2612,0.42,62.2,56.0,4.78,4.81,2.98,1.7320508075688772,1.7320508075688772,2.6457513110645907,1.0358221838584376,0.9937629937629939,0.9003215434083601,0.006129994055073385,1.111215550647128
2613,1.19,61.6,56.0,6.87,6.83,4.22,2.0,1.4142135623730951,1.4142135623730951,1.0358221838584376,1.005856515373353,0.9090909090909091,0.006009759182283279,1.6829141392239833
2614,0.53,61.9,56.0,5.22,5.19,3.22,2.0,2.449489742783178,1.7320508075688772,1.0358221838584376,1.005780346820809,0.9046849757673667,0.0060755015647511595,0.9179869280115049
2615,0.73,62.2,57.0,5.75,5.76,3.58,1.7320508075688772,1.4142135623730951,2.0,1.0699179974104445,0.998263888888889,0.9163987138263665,0.006156721453053734,1.46
2616,1.65,62.0,59.0,7.53,7.57,4.68,2.0,2.0,1.0,1.0310746655157532,0.9947159841479525,0.9516129032258065,0.006185107260330804,1.65
2617,1.26,60.8,55.0,7.02,7.04,4.28,2.23606797749979,2.0,2.0,1.0388433318946915,0.9971590909090908,0.9046052631578948,0.005956854671807943,2.52
2618,0.28,61.9,56.0,4.18,4.2,2.59,1.7320508075688772,1.7320508075688772,2.23606797749979,1.0017263703064307,0.9952380952380951,0.9046849757673667,0.006157900894743001,0.6260990336999412
2619,0.57,62.1,59.0,5.33,5.29,3.3,2.0,2.23606797749979,1.4142135623730951,1.0561070349589987,1.007561436672968,0.9500805152979066,0.00612601470179044,0.8061017305526642
2620,1.0,61.9,57.0,6.47,6.42,3.99,2.23606797749979,2.23606797749979,2.449489742783178,1.0561070349589987,1.0077881619937694,0.9208400646203554,0.006033756720835683,2.449489742783178
2621,0.74,61.9,55.0,5.82,5.84,3.61,2.23606797749979,2.0,1.4142135623730951,1.0,0.9965753424657535,0.8885298869143781,0.006030991078957997,1.0465180361560904
2622,1.13,62.0,58.0,6.68,6.64,4.13,2.0,2.6457513110645907,1.4142135623730951,1.0017263703064307,1.0060240963855422,0.9354838709677419,0.006168560804235341,1.5980613254815974
2623,2.34,61.7,60.0,8.59,8.53,5.28,2.0,1.4142135623730951,1.7320508075688772,1.0548122572291756,1.0070339976553342,0.972447325769854,0.006048389348035737,4.052998889711172
2624,0.32,61.9,54.0,4.4,4.42,2.73,2.23606797749979,2.0,2.8284271247461903,1.0401381096245144,0.9954751131221721,0.8723747980613894,0.006027155348422316,0.905096679918781
2625,0.54,62.6,58.0,5.16,5.22,3.25,2.0,1.0,2.0,1.0401381096245144,0.9885057471264369,0.926517571884984,0.0061686509160446615,1.08
2626,1.7,59.8,59.0,7.7,7.79,4.63,1.7320508075688772,1.4142135623730951,2.23606797749979,1.0360379801467414,0.9884467265725289,0.9866220735785953,0.006121244791855892,3.8013155617496426
2627,0.52,62.7,57.0,5.15,5.12,3.22,2.23606797749979,2.0,2.23606797749979,1.0360379801467414,1.005859375,0.9090909090909091,0.006124494964722908,1.1627553482998907
2628,1.01,58.2,62.0,6.54,6.48,3.78,2.0,1.7320508075688772,1.7320508075688772,1.0051791109192922,1.0092592592592593,1.0652920962199313,0.006304879922126119,1.749371315644566
2629,0.52,60.8,55.0,5.21,5.25,3.19,2.23606797749979,2.23606797749979,2.449489742783178,1.0017263703064307,0.9923809523809524,0.9046052631578948,0.005959579723561457,1.2737346662472526
2630,0.56,61.9,55.0,5.28,5.32,3.28,2.23606797749979,2.0,2.0,1.0358221838584376,0.9924812030075187,0.8885298869143781,0.006078111020344653,1.12
2631,0.34,60.7,56.0,4.56,4.53,2.76,2.23606797749979,2.23606797749979,2.0,1.0358221838584376,1.0066225165562912,0.9225700164744646,0.00596357643957929,0.68
2632,0.71,61.3,56.0,5.76,5.78,3.53,2.23606797749979,2.23606797749979,2.23606797749979,1.048769961156668,0.9965397923875432,0.9135399673735727,0.006041340604452635,1.5876082640248508
2633,1.21,61.0,58.0,6.9,6.83,4.19,2.0,1.7320508075688772,2.0,1.0358221838584376,1.0102489019033676,0.9508196721311475,0.006127757256543317,2.42
2634,0.73,62.1,55.0,5.75,5.78,3.58,2.23606797749979,2.23606797749979,1.7320508075688772,1.0,0.9948096885813148,0.8856682769726247,0.006135417918614101,1.2643970895252803
2635,1.1,59.1,57.0,6.72,6.82,4.0,1.7320508075688772,2.23606797749979,1.4142135623730951,1.0017263703064307,0.9853372434017594,0.9644670050761421,0.006000384024577574,1.5556349186104048
2636,0.38,62.0,56.0,4.68,4.64,2.89,2.23606797749979,2.6457513110645907,2.0,1.0561070349589987,1.0086206896551724,0.9032258064516129,0.006055108369867946,0.76
2637,0.32,60.3,55.0,4.45,4.4,2.67,2.23606797749979,2.23606797749979,2.0,1.0332326283987916,1.0113636363636362,0.9121061359867331,0.006121051443611726,0.64
2638,1.12,61.7,56.0,6.72,6.61,4.11,2.0,2.0,2.0,1.0561070349589987,1.0166414523449319,0.9076175040518638,0.0061348714683078665,2.24
2639,0.4,62.7,57.0,4.7,4.68,2.94,2.23606797749979,1.7320508075688772,2.8284271247461903,1.0360379801467414,1.0042735042735045,0.9090909090909091,0.006185416519763025,1.1313708498984762
2640,0.7,62.0,62.0,5.63,5.59,3.48,2.0,1.0,2.0,1.0388433318946915,1.0071556350626119,1.0,0.00639143819009956,1.4
2641,1.01,60.9,57.0,6.47,6.51,3.95,2.23606797749979,2.449489742783178,1.4142135623730951,1.0360379801467414,0.9938556067588326,0.9359605911330049,0.006070703317726518,1.4283556979968262
2642,0.72,62.4,59.0,5.67,5.71,3.55,1.7320508075688772,1.7320508075688772,1.4142135623730951,1.0017263703064307,0.9929947460595446,0.9455128205128205,0.00626447926711857,1.0182337649086284
2643,2.48,60.1,58.0,8.83,8.76,5.29,2.0,1.4142135623730951,2.0,1.0561070349589987,1.0079908675799087,0.9650582362728786,0.006060817389400079,4.96
2644,1.32,62.3,57.0,7.06,6.97,4.37,2.23606797749979,2.23606797749979,2.0,1.0310746655157532,1.0129124820659972,0.9149277688603532,0.006138397595675228,2.64
2645,1.21,61.8,57.0,6.87,6.82,4.23,2.23606797749979,2.23606797749979,1.4142135623730951,1.0310746655157532,1.0073313782991202,0.9223300970873787,0.006105256170443655,1.711198410471445
2646,0.51,61.9,54.0,5.11,5.17,3.18,2.23606797749979,2.449489742783178,2.6457513110645907,1.0561070349589987,0.9883945841392651,0.8723747980613894,0.006070599934537506,1.3493331686429413
2647,1.0,61.1,61.0,6.38,6.45,3.92,1.4142135623730951,2.23606797749979,2.0,1.048769961156668,0.9891472868217054,0.9983633387888707,0.006199169906352859,2.0
2648,1.03,64.3,58.0,6.31,6.28,4.05,1.4142135623730951,2.6457513110645907,1.7320508075688772,1.0561070349589987,1.0047770700636942,0.9020217729393468,0.006417903733188676,1.7840123317959435
2649,0.41,62.1,56.0,4.75,4.79,2.96,2.23606797749979,1.0,2.23606797749979,1.048769961156668,0.9916492693110647,0.9017713365539453,0.006087837095418679,0.9167878707749137
2650,0.93,61.9,56.0,6.24,6.27,3.87,2.23606797749979,2.449489742783178,1.7320508075688772,1.048769961156668,0.9952153110047848,0.9046849757673667,0.006142142005055102,1.6108072510390559
2651,1.03,56.428450102288004,62.0,6.69,6.73,3.77,1.4142135623730951,1.0,1.4142135623730951,1.0,0.9940564635958395,1.0987365395932802,0.0060681274322549675,1.456639969244288
2652,1.71,60.3,62.0,7.76,7.7,4.66,2.0,1.4142135623730951,2.23606797749979,1.0401381096245144,1.0077922077922077,1.0281923714759535,0.0061412637183620765,3.8236762415246406
2653,0.51,61.7,58.0,5.12,5.15,3.17,2.23606797749979,2.0,1.7320508075688772,1.0310746655157532,0.9941747572815534,0.940032414910859,0.006101459373372944,0.8833459118601273
2654,1.21,60.8,62.0,6.82,6.78,4.13,2.0,1.7320508075688772,2.0,1.0017263703064307,1.0058997050147493,1.0197368421052633,0.006336088725517641,2.42
2655,0.31,61.0,57.0,4.36,4.39,2.67,2.23606797749979,2.0,2.8284271247461903,1.0358221838584376,0.9931662870159454,0.9344262295081968,0.006065958334928094,0.8768124086713189
2656,1.51,62.9,61.0,7.31,7.22,4.57,2.0,2.23606797749979,2.0,1.0388433318946915,1.0124653739612188,0.9697933227344993,0.006260458956982496,3.02
2657,1.12,59.6,56.0,6.8,6.85,4.07,1.4142135623730951,2.0,2.8284271247461903,1.0561070349589987,0.9927007299270073,0.9395973154362416,0.005907777483561082,3.1678383797157332
2658,0.7,57.2,65.76764195815825,5.76,5.74,3.29,1.0,2.449489742783178,1.7320508075688772,1.0332326283987916,1.0034843205574913,1.1082332720839165,0.006435284717588817,1.212435565298214
2659,0.3,61.5,58.0,4.31,4.29,2.64,2.0,2.23606797749979,2.449489742783178,1.0358221838584376,1.0046620046620045,0.943089430894309,0.00614586145064947,0.7348469228349533
2660,0.76,61.5,58.0,5.86,5.81,3.59,2.0,2.449489742783178,1.4142135623730951,1.0017263703064307,1.0086058519793462,0.943089430894309,0.006217923796954877,1.0748023074035524
2661,1.51,61.3,61.0,7.33,7.36,4.5,1.7320508075688772,2.23606797749979,2.449489742783178,1.0561070349589987,0.9959239130434783,0.9951060358890702,0.006219889145922718,3.6987295116025987
2662,1.21,62.2,54.1,6.82,6.86,4.26,2.23606797749979,2.449489742783178,1.7320508075688772,1.0360379801467414,0.9941690962099126,0.8697749196141479,0.00607109852443606,2.0957814771583414
2663,1.75,62.1,57.0,7.71,7.66,4.77,2.23606797749979,1.0,2.0,1.0051791109192922,1.006527415143603,0.9178743961352657,0.006212072590148373,3.5
2664,0.56,62.8,57.6,5.26,5.31,3.32,1.7320508075688772,2.449489742783178,1.7320508075688772,1.0051791109192922,0.9905838041431262,0.9171974522292994,0.006039064638610726,0.9699484522385713
2665,0.31,61.4,57.0,4.45,4.35,2.7,2.23606797749979,2.0,2.0,1.0401381096245144,1.0229885057471266,0.9283387622149837,0.005931283213990175,0.62
2666,0.7,62.9,59.0,5.72,5.66,3.58,2.0,2.6457513110645907,2.23606797749979,1.0310746655157532,1.0106007067137808,0.9379968203497615,0.006039521802397614,1.5652475842498528
2667,0.53,61.4,57.0,5.23,5.2,3.2,2.23606797749979,2.23606797749979,2.6457513110645907,1.0358221838584376,1.0057692307692307,0.9283387622149837,0.006090050007354022,1.4022481948642331
2668,2.26,61.6,61.0,8.47,8.38,5.19,1.7320508075688772,2.6457513110645907,1.4142135623730951,1.0310746655157532,1.0107398568019093,0.9902597402597403,0.006134987078278475,3.196122650963195
2669,1.25,61.8,55.0,6.95,6.9,4.28,2.23606797749979,2.449489742783178,2.8284271247461903,1.0017263703064307,1.0072463768115942,0.8899676375404532,0.006090211130567305,3.5355339059327378
2670,0.33,61.1,59.0,4.44,4.4,2.7,2.0,1.4142135623730951,2.0,1.0358221838584376,1.009090909090909,0.9656301145662848,0.006256256256256255,0.66
2671,1.08,61.8,57.0,6.55,6.59,4.06,2.23606797749979,1.7320508075688772,2.6457513110645907,1.0548122572291756,0.9939301972685888,0.9223300970873787,0.00616269972354015,2.857411415949758
2672,0.31,63.0,56.0,4.34,4.3,2.72,2.23606797749979,2.0,1.7320508075688772,1.0310746655157532,1.0093023255813953,0.8888888888888888,0.0061070940003908536,0.5369357503463519
2673,0.46,62.7,57.0,4.89,4.93,3.08,2.23606797749979,2.6457513110645907,2.0,1.0401381096245144,0.9918864097363083,0.9090909090909091,0.006195143018647544,0.92
2674,0.58,62.1,57.0,5.35,5.41,3.34,1.7320508075688772,1.0,1.7320508075688772,1.0332326283987916,0.9889094269870609,0.9178743961352657,0.00599971304820697,1.0045894683899488
2675,0.4,61.2,57.0,4.78,4.73,2.91,2.23606797749979,2.0,2.0,1.0332326283987916,1.0105708245243128,0.9313725490196078,0.006079641417885458,0.8
2676,0.52,61.4,56.0,5.19,5.23,3.2,2.23606797749979,1.7320508075688772,2.8284271247461903,1.0561070349589987,0.9923518164435946,0.9120521172638437,0.0059866562038336695,1.470782104868019
2677,0.4,62.6,60.0,4.68,4.65,2.92,2.0,2.23606797749979,1.4142135623730951,1.0358221838584376,1.0064516129032257,0.9584664536741214,0.006294747788340365,0.5656854249492381
2678,0.55,60.1,57.0,5.36,5.38,3.22,2.23606797749979,2.449489742783178,1.7320508075688772,1.0051791109192922,0.996282527881041,0.9484193011647254,0.005923245762919223,0.9526279441628825
2679,1.32,61.7,60.0,6.95,7.01,4.31,1.7320508075688772,1.0,1.4142135623730951,1.0017263703064307,0.9914407988587732,0.972447325769854,0.006286281697474171,1.8667619023324857
2680,0.43,63.1,58.0,4.75,4.79,3.01,1.4142135623730951,2.0,1.7320508075688772,1.0401381096245144,0.9916492693110647,0.919175911251981,0.006278744878898708,0.7447818472546172
2681,0.37,61.6,59.0,4.66,4.62,2.86,2.0,1.4142135623730951,2.6457513110645907,1.0051791109192922,1.0086580086580086,0.9577922077922078,0.006009077409779713,0.9789279850938986
2682,0.41,60.0,59.0,4.83,4.84,2.9,1.7320508075688772,2.0,2.6457513110645907,1.0401381096245144,0.9979338842975207,0.9833333333333333,0.006047743542632463,1.084758037536482
2683,2.1,61.3,59.0,8.27,8.21,5.05,2.0,1.0,2.0,1.0358221838584376,1.0073081607795369,0.9624796084828712,0.006124621434597201,4.2
2684,1.2,58.5,61.0,6.95,6.89,4.05,2.0,1.0,1.7320508075688772,1.0332326283987916,1.0087082728592163,1.0427350427350428,0.006187599509168669,2.0784609690826525
2685,0.35,62.0,56.0,4.58,4.51,2.82,2.23606797749979,2.449489742783178,2.6457513110645907,1.0358221838584376,1.0155210643015522,0.9032258064516129,0.006008650121385034,0.9260129588726067
2686,0.32,62.5,56.0,4.42,4.38,2.75,2.23606797749979,2.449489742783178,2.6457513110645907,1.0401381096245144,1.0091324200913243,0.896,0.006010642594043078,0.846640419540669
2687,0.91,61.4,56.0,6.09,5.97,3.7,2.0,1.7320508075688772,1.7320508075688772,1.0,1.020100502512563,0.9120521172638437,0.006764692261140018,1.5761662348876784
2688,1.24,62.1,56.0,6.86,6.91,4.28,2.23606797749979,2.0,2.6457513110645907,1.0310746655157532,0.9927641099855282,0.9017713365539453,0.006111893148650586,3.2807316257200925
2689,0.52,61.5,56.0,5.19,5.22,3.2,2.23606797749979,1.7320508075688772,1.7320508075688772,1.0051791109192922,0.9942528735632186,0.9105691056910569,0.00599812489387933,0.9006664199358162
2690,1.02,62.5,57.0,6.36,6.41,3.99,1.7320508075688772,2.449489742783178,2.0,1.0051791109192922,0.9921996879875196,0.912,0.006270643789292499,2.04
2691,0.52,61.8,56.0,5.15,5.17,3.19,2.23606797749979,2.6457513110645907,2.0,1.0,0.9961315280464218,0.9061488673139159,0.0061223039713325465,1.04
2692,0.32,60.2,56.0,4.44,4.49,2.69,2.23606797749979,1.7320508075688772,2.23606797749979,1.0548122572291756,0.9888641425389756,0.9302325581395349,0.005967169676693525,0.7155417527999327
2693,0.72,62.6,59.0,5.66,5.71,3.56,1.7320508075688772,2.449489742783178,1.7320508075688772,1.0332326283987916,0.9912434325744308,0.9424920127795527,0.006257919309971222,1.2470765814495914
2694,1.58,62.5,57.0,7.43,7.39,4.63,2.23606797749979,1.7320508075688772,1.7320508075688772,1.0561070349589987,1.0054127198917455,0.912,0.006215024482613865,2.736640275958826
2695,1.01,62.1,58.0,6.28,6.35,3.92,1.4142135623730951,2.23606797749979,2.0,1.0,0.988976377952756,0.9339774557165861,0.00646103268028712,2.02
2696,0.72,63.3,55.0,5.69,5.75,3.62,1.4142135623730951,2.6457513110645907,2.23606797749979,1.0699179974104445,0.9895652173913044,0.8688783570300158,0.006079163372027489,1.6099689437998486
2697,1.01,64.1,62.0,6.19,6.26,3.99,1.4142135623730951,2.449489742783178,1.7320508075688772,1.0388433318946915,0.988817891373802,0.967238689547582,0.006532561332051606,1.749371315644566
2698,2.01,61.8,60.0,7.99,8.04,4.95,2.0,2.0,1.7320508075688772,1.0358221838584376,0.9937810945273633,0.970873786407767,0.00632103260388617,3.481422123213443
2699,0.55,59.4,58.0,5.36,5.38,3.19,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0388433318946915,0.996282527881041,0.9764309764309764,0.005978950268526615,0.9526279441628825
2700,0.32,59.9,57.0,4.47,4.49,2.68,1.7320508075688772,2.449489742783178,1.7320508075688772,1.0310746655157532,0.9955456570155901,0.9515859766277128,0.0059492376832746335,0.5542562584220407
2701,1.51,63.0,58.0,7.32,7.28,4.6,2.0,2.23606797749979,1.7320508075688772,1.0051791109192922,1.0054945054945055,0.9206349206349206,0.006159942457162699,2.6153967194290044
2702,0.7,64.9,64.0,5.57,5.5,3.59,1.0,2.6457513110645907,1.7320508075688772,1.0561070349589987,1.0127272727272727,0.9861325115562403,0.00636481385419939,1.212435565298214
2703,1.21,63.0,59.0,6.75,6.7,4.24,2.0,2.23606797749979,2.6457513110645907,1.0358221838584376,1.007462686567164,0.9365079365079365,0.006310168236386202,3.2013590863881545
2704,0.42,61.4,56.0,4.83,4.85,2.97,2.23606797749979,1.4142135623730951,2.0,1.0358221838584376,0.9958762886597939,0.9120521172638437,0.006036760855227911,0.84
2705,0.7,62.0,60.0,5.61,5.64,3.49,1.7320508075688772,2.449489742783178,2.23606797749979,1.0310746655157532,0.9946808510638299,0.967741935483871,0.00633914444515805,1.5652475842498528
2706,1.0,62.4,59.0,6.35,6.4,3.98,2.0,2.0,2.23606797749979,1.0017263703064307,0.9921874999999999,0.9455128205128205,0.006182487239346338,2.23606797749979
2707,0.75,63.9,62.0,5.66,5.61,3.6,1.4142135623730951,2.0,1.4142135623730951,1.0358221838584376,1.0089126559714794,0.9702660406885759,0.006561142499616829,1.0606601717798214
2708,1.09,60.2,59.0,6.71,6.67,4.03,2.0,1.7320508075688772,2.23606797749979,1.0,1.0059970014992503,0.9800664451827242,0.006043285302650861,2.437314095474771
2709,0.9,63.4,58.0,6.16,6.11,3.89,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0401381096245144,1.0081833060556464,0.9148264984227129,0.006147110014090267,1.5588457268119895
2710,2.5,62.4,59.0,8.61,8.54,5.35,2.0,1.7320508075688772,1.4142135623730951,1.0548122572291756,1.0081967213114755,0.9455128205128205,0.006355141203738482,3.5355339059327378
2711,1.28,62.7,58.0,6.88,6.94,4.33,2.0,1.7320508075688772,1.7320508075688772,1.0401381096245144,0.9913544668587896,0.9250398724082934,0.006191190462223445,2.217025033688163
2712,0.74,59.9,57.0,5.87,5.91,3.53,1.7320508075688772,1.7320508075688772,2.0,1.0051791109192922,0.9932318104906938,0.9515859766277128,0.006042705547589936,1.48
2713,1.37,61.6,55.0,7.13,7.16,4.4,2.23606797749979,1.4142135623730951,2.0,1.0548122572291756,0.9958100558659218,0.8928571428571428,0.006099094164315473,2.74
2714,0.3,61.0,61.0,4.32,4.3,2.63,2.0,1.7320508075688772,2.449489742783178,1.0548122572291756,1.0046511627906978,1.0,0.006140635285564103,0.7348469228349533
2715,0.72,62.2,58.0,5.72,5.75,3.57,2.23606797749979,2.449489742783178,1.7320508075688772,1.0401381096245144,0.9947826086956522,0.932475884244373,0.006131975441438357,1.2470765814495914
2716,1.21,62.3,59.0,6.74,6.78,4.21,1.7320508075688772,2.6457513110645907,1.4142135623730951,1.0699179974104445,0.9941002949852508,0.9470304975922954,0.006289464701684036,1.711198410471445
2717,0.9,61.1,58.0,6.18,6.22,3.79,2.0,2.0,1.4142135623730951,1.0401381096245144,0.9935691318327974,0.9492635024549918,0.006177666221023554,1.2727922061357857
2718,1.04,61.9,57.0,6.48,6.5,4.02,2.23606797749979,2.0,2.0,1.0401381096245144,0.996923076923077,0.9208400646203554,0.0061421288618635226,2.08
2719,1.0,65.4,57.0,6.28,6.2,4.08,1.0,1.4142135623730951,1.0,1.0699179974104445,1.0129032258064516,0.8715596330275228,0.006294895192513003,1.0
2720,0.38,62.0,58.0,4.64,4.62,2.87,2.0,1.7320508075688772,2.449489742783178,1.048769961156668,1.0043290043290043,0.9354838709677419,0.006176490016451569,0.9308061022576076
2721,1.13,61.4,56.0,6.69,6.74,4.12,2.23606797749979,2.6457513110645907,1.7320508075688772,1.0358221838584376,0.9925816023738873,0.9120521172638437,0.006082683412068017,1.957217412552831
2722,0.71,62.0,55.0,5.7,5.75,3.55,2.23606797749979,2.449489742783178,2.0,1.0548122572291756,0.991304347826087,0.8870967741935484,0.006102212051868803,1.42
2723,1.23,62.1,57.0,6.83,6.88,4.26,2.23606797749979,1.4142135623730951,1.7320508075688772,1.0401381096245144,0.9927325581395349,0.9178743961352657,0.006144497479617053,2.130422493309719
2724,1.17,60.2,58.0,6.88,6.85,4.13,2.0,2.23606797749979,2.0,1.0358221838584376,1.0043795620437956,0.9634551495016611,0.006011139411989315,2.34
2725,0.3,60.9,56.8,4.34,4.38,2.65,2.23606797749979,2.0,2.6457513110645907,1.0017263703064307,0.9908675799086758,0.9326765188834154,0.00595540828492579,0.7937253933193772
2726,1.01,62.9,59.0,6.29,6.37,3.98,1.7320508075688772,2.6457513110645907,1.4142135623730951,1.0360379801467414,0.9874411302982732,0.9379968203497615,0.006333564882612642,1.4283556979968262
2727,0.51,63.3,56.0,5.02,5.06,3.19,1.7320508075688772,1.4142135623730951,2.0,1.0401381096245144,0.9920948616600791,0.8846761453396524,0.00629397855811813,1.02
2728,0.52,59.8,58.0,5.27,5.24,3.14,2.0,2.449489742783178,2.6457513110645907,1.0699179974104445,1.0057251908396945,0.9698996655518395,0.005996968855157426,1.3757906817535872
2729,0.31,63.9,56.0,4.32,4.29,2.75,1.4142135623730951,2.23606797749979,2.0,1.0310746655157532,1.006993006993007,0.8763693270735524,0.006082581840157597,0.62
2730,0.33,61.8,54.0,4.47,4.49,2.77,2.23606797749979,1.7320508075688772,2.8284271247461903,1.0548122572291756,0.9955456570155901,0.8737864077669903,0.0059358143130506386,0.9333809511662429
2731,1.01,60.1,59.0,6.45,6.39,3.86,2.0,2.0,1.4142135623730951,1.048769961156668,1.0093896713615025,0.9816971713810316,0.0063485346796249694,1.4283556979968262
2732,1.33,60.2,60.0,7.12,7.2,4.31,2.0,2.0,2.23606797749979,1.0,0.9888888888888889,0.9966777408637874,0.006019520263244031,2.9739704100747204
2733,1.01,56.7,61.0,6.71,6.66,3.79,1.4142135623730951,2.449489742783178,2.0,1.0017263703064307,1.0075075075075075,1.0758377425044092,0.005963282921628871,2.02
2734,0.28,62.7,55.0,4.16,4.2,2.62,2.23606797749979,2.0,2.6457513110645907,1.0358221838584376,0.9904761904761905,0.8771929824561403,0.006116656880015658,0.7408103670980855
2735,0.62,62.0,56.0,5.45,5.49,3.39,2.23606797749979,2.0,2.23606797749979,1.0561070349589987,0.9927140255009107,0.9032258064516129,0.006112560132926492,1.3863621460498696
2736,1.1,62.2,57.0,6.62,6.59,4.11,2.23606797749979,2.23606797749979,2.0,1.0310746655157532,1.0045523520485584,0.9163987138263665,0.00613489959327735,2.2
2737,0.7,59.9,58.0,5.8,5.68,3.44,2.0,2.0,1.7320508075688772,1.0561070349589987,1.0211267605633803,0.9682804674457429,0.006176796141726059,1.212435565298214
2738,0.72,61.3,56.0,5.78,5.8,3.55,2.23606797749979,2.23606797749979,2.0,1.0561070349589987,0.9965517241379311,0.9135399673735727,0.006049901605072506,1.44
2739,1.0,63.2,63.0,6.26,6.24,3.95,1.7320508075688772,2.23606797749979,2.8284271247461903,1.0332326283987916,1.0032051282051282,0.9968354430379747,0.006481029249662727,2.8284271247461903
2740,0.7,63.3,55.0,5.61,5.67,3.57,1.4142135623730951,1.4142135623730951,2.449489742783178,1.0401381096245144,0.9894179894179895,0.8688783570300158,0.006164301947974894,1.7146428199482244
2741,0.92,61.6,58.0,6.19,6.22,3.82,1.7320508075688772,2.6457513110645907,1.4142135623730951,1.0401381096245144,0.9951768488745981,0.9415584415584415,0.006255232127720744,1.3010764773832475
2742,0.91,61.4,54.0,6.26,6.24,3.84,2.23606797749979,2.449489742783178,1.7320508075688772,1.0388433318946915,1.0032051282051282,0.8794788273615636,0.006066682197373093,1.5761662348876784
2743,1.09,61.5,55.0,6.66,6.61,4.08,2.23606797749979,2.0,2.449489742783178,1.0360379801467414,1.0075642965204237,0.8943089430894309,0.006068629811621713,2.669943819633664
2744,0.47,61.5,55.0,4.98,5.04,3.08,2.23606797749979,2.449489742783178,1.4142135623730951,1.0358221838584376,0.9880952380952381,0.8943089430894309,0.0060797715703051316,0.6646803743153546
2745,1.08,61.9,55.0,6.58,6.64,4.09,2.23606797749979,2.23606797749979,2.0,1.0699179974104445,0.9909638554216869,0.8885298869143781,0.006043749764405681,2.16
2746,0.32,61.7,58.0,4.41,4.38,2.71,2.0,2.449489742783178,2.0,1.0561070349589987,1.0068493150684932,0.940032414910859,0.006113191315493437,0.64
2747,1.01,65.6,55.0,6.16,6.22,4.06,1.4142135623730951,2.449489742783178,2.0,1.0401381096245144,0.9903536977491962,0.8384146341463415,0.006492683658349793,2.02
2748,0.24,63.6,54.0,3.96,4.0,2.53,1.7320508075688772,2.449489742783178,2.449489742783178,1.0561070349589987,0.99,0.8490566037735849,0.00598874116660678,0.5878775382679626
2749,0.79,61.0,55.0,6.01,6.03,3.67,1.7320508075688772,2.23606797749979,2.23606797749979,1.0388433318946915,0.9966832504145936,0.9016393442622951,0.005939764725618472,1.766493702224834
