,carat,depth,table,x,y,z,cut,color,clarity,city,x/y,td,ad,cc,colcut,colcla,ccc
1582,1.0,59.3,63.0,6.44,6.48,3.83,1.7320508075688772,2.0,1.7320508075688772,1.0360379801467414,0.9283897520123156,1.0623946037099494,0.006256628271991346,1.7320508075688772,3.4641016151377544,3.4641016151377544,5.999999999999999
1583,0.7,62.6,55.0,5.66,5.69,3.55,2.23606797749979,2.449489742783178,2.23606797749979,1.0310746655157532,0.9385339291506098,0.8785942492012779,0.006122671930531814,1.5652475842498528,5.477225575051661,5.477225575051661,12.247448713915892
1584,0.41,62.9,59.0,4.76,4.72,2.98,2.0,2.449489742783178,2.6457513110645907,1.0358221838584376,1.106571419401413,0.9379968203497615,0.006123766762990033,1.084758037536482,4.898979485566356,6.48074069840786,12.96148139681572
1585,2.2,58.2,59.0,8.52,8.47,4.94,2.0,1.7320508075688772,1.4142135623730951,1.0310746655157532,1.0731840594042192,1.013745704467354,0.006171244125284155,3.1112698372208096,3.4641016151377544,2.4494897427831783,4.898979485566357
1586,1.07,62.7,56.0,6.47,6.53,4.08,2.23606797749979,2.23606797749979,1.7320508075688772,1.0,0.8951445930225289,0.8931419457735247,0.006207348842005731,1.8532943640986987,5.000000000000001,3.872983346207417,8.660254037844387
1587,0.8,61.6,56.0,5.97,6.01,3.69,2.23606797749979,2.0,1.4142135623730951,1.0,0.9229927921070257,0.9090909090909091,0.0060424743802674,1.1313708498984762,4.47213595499958,2.8284271247461903,6.324555320336759
1588,0.53,60.2,57.0,5.26,5.24,3.16,2.23606797749979,2.6457513110645907,2.0,1.048769961156668,1.0467753474449155,0.946843853820598,0.006085156553396721,1.06,5.916079783099617,5.291502622129181,11.832159566199234
1589,1.21,62.9,57.0,6.78,6.73,4.25,2.23606797749979,2.0,1.4142135623730951,1.0051791109192922,1.0928877441214766,0.9062003179650239,0.006239527198537371,1.711198410471445,4.47213595499958,2.8284271247461903,6.324555320336759
1590,0.33,59.6,57.0,4.49,4.53,2.69,2.23606797749979,2.449489742783178,1.7320508075688772,1.0360379801467414,0.8990372118375463,0.9563758389261745,0.0060313859066579425,0.5715767664977295,5.477225575051661,4.242640687119285,9.486832980505138
1591,0.38,59.2,60.0,4.73,4.77,2.81,1.7320508075688772,2.449489742783178,2.0,1.0,0.90388491893474,1.0135135135135134,0.005993738026423899,0.76,4.242640687119285,4.898979485566356,8.48528137423857
1592,1.0,60.2,57.0,6.54,6.48,3.92,2.23606797749979,2.6457513110645907,1.7320508075688772,1.0051791109192922,1.1169478833050133,0.946843853820598,0.006019510533854497,1.7320508075688772,5.916079783099617,4.58257569495584,10.246950765959598
1593,1.52,56.428450102288004,65.76764195815825,7.72,7.67,4.26,1.0,2.0,2.0,1.0358221838584376,1.0810934513362078,1.1082332720839165,0.006025891734452399,3.04,2.0,4.0,4.0
1594,0.7,62.4,56.0,5.66,5.69,3.54,2.23606797749979,2.0,1.7320508075688772,1.0,0.9385339291506098,0.8974358974358975,0.006139967613951395,1.212435565298214,4.47213595499958,3.4641016151377544,7.745966692414834
1595,1.07,62.8,57.0,6.56,6.46,4.09,2.23606797749979,2.0,2.449489742783178,1.0310746655157532,1.2024190731986903,0.9076433121019108,0.006173395660243629,2.6209540247780003,4.47213595499958,4.898979485566356,10.954451150103322
1596,0.9,63.9,60.0,6.1,6.07,3.89,1.4142135623730951,2.0,1.7320508075688772,1.048769961156668,1.0609470931350136,0.9389671361502347,0.006248479970462741,1.5588457268119895,2.8284271247461903,3.4641016151377544,4.898979485566357
1597,1.0,61.7,55.0,6.4,6.46,3.97,1.7320508075688772,1.7320508075688772,1.4142135623730951,1.0401381096245144,0.8940657781676128,0.8914100486223663,0.006092520529357176,1.4142135623730951,2.9999999999999996,2.4494897427831783,4.242640687119286
1598,0.33,61.2,56.0,4.51,4.45,2.74,2.23606797749979,2.449489742783178,2.6457513110645907,1.0051791109192922,1.1743522136487368,0.9150326797385621,0.0060010441816876125,0.873097932651315,5.477225575051661,6.48074069840786,14.49137674618944
1599,0.3,61.1,57.0,4.36,4.32,2.65,2.23606797749979,1.4142135623730951,2.6457513110645907,1.0358221838584376,1.1169478833050133,0.9328968903436988,0.006010424480218489,0.7937253933193772,3.1622776601683795,3.7416573867739418,8.366600265340757
1600,1.0,66.9,55.0,6.2,6.17,4.14,1.0,2.0,2.449489742783178,1.0699179974104445,1.0599327361041353,0.8221225710014947,0.0063142650107127826,2.449489742783178,2.0,4.898979485566356,4.898979485566356
1601,0.3,62.2,57.0,4.27,4.25,2.65,2.23606797749979,1.4142135623730951,1.7320508075688772,1.0358221838584376,1.0579553514529494,0.9163987138263665,0.006238189677355632,0.5196152422706631,3.1622776601683795,2.4494897427831783,5.477225575051662
1602,0.53,61.4,57.0,5.22,5.2,3.2,2.0,2.23606797749979,2.449489742783178,1.0332326283987916,1.0471428035739003,0.9283387622149837,0.006101716769820219,1.2982295636750842,4.47213595499958,5.477225575051661,10.954451150103322
1603,1.04,62.6,55.0,6.49,6.45,4.05,2.23606797749979,2.0,2.0,1.0699179974104445,1.0770101246290167,0.8785942492012779,0.0061344256150019745,2.08,4.47213595499958,4.0,8.94427190999916
1604,0.59,61.0,57.0,5.46,5.43,3.32,2.23606797749979,2.6457513110645907,1.7320508075688772,1.0,1.0683504994802115,0.9344262295081968,0.005994065103430744,1.0219099764656374,5.916079783099617,4.58257569495584,10.246950765959598
1605,1.0,66.7,57.0,6.07,5.99,4.02,1.0,2.23606797749979,1.7320508075688772,1.0017263703064307,1.1725798429219945,0.8545727136431783,0.00684161188211744,1.7320508075688772,2.23606797749979,3.872983346207417,3.872983346207417
1606,0.4,61.6,56.0,4.68,4.74,2.9,2.23606797749979,1.4142135623730951,1.7320508075688772,1.0561070349589987,0.8582427369314839,0.9090909090909091,0.006217815034925468,0.6928203230275509,3.1622776601683795,2.4494897427831783,5.477225575051662
1607,1.22,62.1,56.0,6.87,6.81,4.25,2.23606797749979,1.7320508075688772,1.7320508075688772,1.0358221838584376,1.11100369098872,0.9017713365539453,0.006135741460977878,2.1131019852340303,3.872983346207417,2.9999999999999996,6.7082039324993685
1608,0.32,62.5,56.0,4.38,4.42,2.75,2.23606797749979,2.449489742783178,2.6457513110645907,1.0388433318946915,0.8966482265828876,0.896,0.006010642594043078,0.846640419540669,5.477225575051661,6.48074069840786,14.49137674618944
1609,1.53,63.3,58.0,7.26,7.31,4.61,1.7320508075688772,1.4142135623730951,1.7320508075688772,1.0360379801467414,0.9209391272522612,0.9162717219589258,0.006253692284152768,2.650037735580382,2.4494897427831783,2.4494897427831783,4.242640687119286
1610,0.35,60.7,56.0,4.58,4.6,2.79,2.23606797749979,2.0,2.6457513110645907,1.0310746655157532,0.9490558179730376,0.9225700164744646,0.005954434624731115,0.9260129588726067,4.47213595499958,5.291502622129181,11.832159566199234
1611,0.27,61.9,56.0,4.13,4.16,2.56,1.7320508075688772,2.0,2.23606797749979,1.048769961156668,0.9168127669129347,0.9046849757673667,0.006138756635313838,0.6037383539249432,3.4641016151377544,4.47213595499958,7.745966692414834
1612,1.5,61.0,61.0,7.32,7.28,4.45,2.0,2.6457513110645907,1.7320508075688772,1.0401381096245144,1.0679635269676595,1.0,0.006325411556577516,2.598076211353316,5.291502622129181,4.58257569495584,9.16515138991168
1613,0.71,60.2,58.0,5.71,5.75,3.45,1.7320508075688772,2.0,1.7320508075688772,1.0561070349589987,0.9196427737950552,0.9634551495016611,0.006268091112442711,1.2297560733739028,3.4641016151377544,3.4641016151377544,5.999999999999999
1614,0.3,59.2,59.0,4.37,4.41,2.6,2.0,2.449489742783178,2.0,1.0360379801467414,0.8964254337748524,0.9966216216216216,0.00598725672279121,0.6,4.898979485566356,4.898979485566356,9.797958971132712
1615,0.36,60.8,55.0,4.58,4.63,2.8,2.23606797749979,2.449489742783178,2.23606797749979,1.0401381096245144,0.8778369228557856,0.9046052631578948,0.006063145640800389,0.8049844718999243,5.477225575051661,5.477225575051661,12.247448713915892
1616,0.55,61.5,57.0,5.23,5.28,3.23,2.23606797749979,2.0,2.23606797749979,1.0699179974104445,0.8920992946759883,0.926829268292683,0.00616629866196252,1.2298373876248845,4.47213595499958,4.47213595499958,10.000000000000002
1617,1.56,61.2,57.0,7.48,7.52,4.59,2.23606797749979,2.23606797749979,1.7320508075688772,1.0360379801467414,0.9380048572313014,0.9313725490196078,0.006042163518420606,2.7019992598074487,5.000000000000001,3.872983346207417,8.660254037844387
1618,0.72,62.2,59.9,5.67,5.69,3.53,1.7320508075688772,1.0,2.23606797749979,1.0332326283987916,0.9586266757874076,0.9630225080385851,0.006322116081795854,1.6099689437998486,1.7320508075688772,2.23606797749979,3.872983346207417
1619,1.41,62.7,56.0,7.2,7.16,4.5,2.0,1.0,2.0,1.0561070349589987,1.0691378121229351,0.8931419457735247,0.006078005379681357,2.82,2.0,2.0,4.0
1620,1.0,61.1,60.0,6.36,6.43,3.91,1.7320508075688772,2.23606797749979,2.0,1.0358221838584376,0.8769073549654596,0.9819967266775778,0.006253960789717147,2.0,3.872983346207417,4.47213595499958,7.745966692414834
1621,1.58,62.6,56.0,7.44,7.41,4.65,2.23606797749979,2.449489742783178,2.23606797749979,1.0310746655157532,1.0496795367015135,0.8945686900958466,0.00616329550006093,3.532987404449668,5.477225575051661,5.477225575051661,12.247448713915892
1622,1.11,62.0,57.0,6.67,6.64,4.13,2.23606797749979,2.23606797749979,1.4142135623730951,1.0310746655157532,1.055584621733518,0.9193548387096774,0.006068467268743179,1.5697770542341358,5.000000000000001,3.1622776601683795,7.071067811865476
1623,1.24,59.1,62.0,7.06,7.04,4.17,1.7320508075688772,1.0,2.23606797749979,1.0548122572291756,1.0346286561632212,1.0490693739424704,0.005982852142185299,2.7727242920997393,1.7320508075688772,2.23606797749979,3.872983346207417
1624,0.71,62.7,55.0,5.65,5.74,3.57,2.23606797749979,2.23606797749979,1.7320508075688772,1.048769961156668,0.8272535986304596,0.8771929824561403,0.006132390361713431,1.2297560733739028,5.000000000000001,3.872983346207417,8.660254037844387
1625,0.9,62.2,55.0,6.19,6.22,3.86,2.23606797749979,2.449489742783178,1.4142135623730951,1.0388433318946915,0.9436331122538217,0.8842443729903536,0.006055836915719733,1.2727922061357857,5.477225575051661,3.4641016151377544,7.745966692414834
1626,1.23,62.3,55.0,6.85,6.82,4.26,2.23606797749979,1.4142135623730951,1.4142135623730951,1.0548122572291756,1.054081914693866,0.882825040128411,0.006180456672436099,1.739482681718907,3.1622776601683795,2.0000000000000004,4.4721359549995805
1627,1.01,62.5,60.0,6.36,6.41,3.99,1.7320508075688772,2.23606797749979,2.23606797749979,1.0561070349589987,0.91030941300975,0.96,0.006209166889397474,2.258428657274788,3.872983346207417,5.000000000000001,8.660254037844387
1628,0.36,61.4,56.0,4.55,4.6,2.81,2.23606797749979,2.0,2.23606797749979,1.0699179974104445,0.8770872134123487,0.9120521172638437,0.006121064453108396,0.8049844718999243,4.47213595499958,4.47213595499958,10.000000000000002
1629,1.57,62.0,59.0,7.41,7.45,4.61,2.23606797749979,1.4142135623730951,1.7320508075688772,1.0,0.9374394433332819,0.9516129032258065,0.006169134605389241,2.719319767883137,3.1622776601683795,2.4494897427831783,5.477225575051662
1630,0.51,60.3,63.0,5.13,5.06,3.07,1.7320508075688772,2.449489742783178,1.7320508075688772,1.0017263703064307,1.1792399379949148,1.0447761194029852,0.006399763404511503,0.8833459118601273,4.242640687119285,4.242640687119285,7.348469228349534
1631,1.06,61.4,56.0,6.55,6.58,4.03,2.23606797749979,2.0,2.23606797749979,1.0017263703064307,0.946640054550179,0.9120521172638437,0.006102863066088769,2.3702320561497774,4.47213595499958,4.47213595499958,10.000000000000002
1632,1.5,61.9,57.0,7.37,7.31,4.54,2.23606797749979,2.449489742783178,1.7320508075688772,1.0360379801467414,1.1030655741998163,0.9208400646203554,0.006132683351757413,2.598076211353316,5.477225575051661,4.242640687119285,9.486832980505138
1633,1.22,61.9,56.0,6.86,6.83,4.24,2.23606797749979,1.7320508075688772,1.7320508075688772,1.0699179974104445,1.054000809200348,0.9046849757673667,0.006141142213792772,2.1131019852340303,3.872983346207417,2.9999999999999996,6.7082039324993685
1634,0.34,62.0,59.0,4.48,4.42,2.76,2.0,2.6457513110645907,1.7320508075688772,1.0401381096245144,1.1756253326716952,0.9516129032258065,0.006221133938525244,0.5888972745734183,5.291502622129181,4.58257569495584,9.16515138991168
1635,0.5,63.5,58.0,5.03,4.98,3.18,1.7320508075688772,2.23606797749979,1.4142135623730951,1.0051791109192922,1.1273628192268343,0.9133858267716536,0.006276905011797317,0.7071067811865476,3.872983346207417,3.1622776601683795,5.477225575051661
1636,1.01,61.1,58.0,6.48,6.45,3.95,2.0,1.7320508075688772,2.23606797749979,1.0401381096245144,1.0572641221077415,0.9492635024549918,0.006117719459557028,2.258428657274788,3.4641016151377544,3.872983346207417,7.745966692414834
1637,1.01,62.7,57.0,6.36,6.39,4.0,1.7320508075688772,2.6457513110645907,2.0,1.0360379801467414,0.9450941824852649,0.9090909090909091,0.0062130293993169355,2.02,4.58257569495584,5.291502622129181,9.16515138991168
1638,0.51,61.5,57.0,5.14,5.11,3.15,2.23606797749979,2.6457513110645907,2.0,1.0548122572291756,1.0727700156935702,0.926829268292683,0.0061641841321572076,1.02,5.916079783099617,5.291502622129181,11.832159566199234
1639,0.42,61.8,56.0,4.8,4.84,2.98,2.23606797749979,2.6457513110645907,2.0,1.0332326283987916,0.9052124297906332,0.9061488673139159,0.006066614898219536,0.84,5.916079783099617,5.291502622129181,11.832159566199234
1640,0.52,62.4,59.0,5.13,5.16,3.21,1.7320508075688772,2.449489742783178,1.4142135623730951,1.0388433318946915,0.9324208189444866,0.9455128205128205,0.0061197156667121885,0.7353910524340095,4.242640687119285,3.4641016151377544,5.999999999999999
1641,0.56,61.5,55.0,5.33,5.37,3.29,2.23606797749979,1.4142135623730951,2.6457513110645907,1.0360379801467414,0.9141870815020515,0.8943089430894309,0.005946899981393638,1.481620734196171,3.1622776601683795,3.7416573867739418,8.366600265340757
1642,1.21,61.3,56.0,6.86,6.9,4.22,2.23606797749979,2.6457513110645907,2.449489742783178,1.0,0.932610497612538,0.9135399673735727,0.006057587734396104,2.963882588767645,5.916079783099617,6.48074069840786,14.49137674618944
1643,0.43,63.4,56.0,4.82,4.8,3.05,1.7320508075688772,2.449489742783178,1.7320508075688772,1.0388433318946915,1.0511618978817359,0.8832807570977919,0.006093689771670862,0.7447818472546172,4.242640687119285,4.242640687119285,7.348469228349534
1644,0.5,61.7,56.0,5.16,5.11,3.17,2.23606797749979,2.6457513110645907,1.7320508075688772,1.0699179974104445,1.1239464447697003,0.9076175040518638,0.005981913660120969,0.8660254037844386,5.916079783099617,4.58257569495584,10.246950765959598
1645,0.3,60.8,56.0,4.35,4.37,2.65,2.23606797749979,2.449489742783178,2.449489742783178,1.0401381096245144,0.9464416408457407,0.9210526315789475,0.005955314299156281,0.7348469228349533,5.477225575051661,5.999999999999999,13.416407864998737
1646,0.53,61.4,57.0,5.21,5.18,3.19,2.23606797749979,2.0,2.6457513110645907,1.0358221838584376,1.0717551095059874,0.9283387622149837,0.006156270634396255,1.4022481948642331,4.47213595499958,5.291502622129181,11.832159566199234
1647,0.73,60.7,61.0,5.79,5.75,3.5,2.0,2.23606797749979,2.23606797749979,1.0561070349589987,1.0867474465979936,1.0049423393739703,0.006264817258284256,1.6323296235748466,4.47213595499958,5.000000000000001,10.000000000000002
1648,0.33,59.0,61.0,4.56,4.49,2.67,2.0,1.4142135623730951,2.8284271247461903,1.0017263703064307,1.2039876161759453,1.0338983050847457,0.0060365874271274145,0.9333809511662429,2.8284271247461903,4.000000000000001,8.000000000000002
1649,0.78,59.8,58.0,5.98,6.02,3.59,2.23606797749979,1.4142135623730951,2.0,1.0,0.9231160728689004,0.9698996655518395,0.006035350253504829,1.56,3.1622776601683795,2.8284271247461903,6.324555320336759
1650,2.03,59.9,60.0,8.17,8.27,4.92,2.23606797749979,1.4142135623730951,2.0,1.0699179974104445,0.8641687627765832,1.001669449081803,0.006106654777280554,4.06,3.1622776601683795,2.8284271247461903,6.324555320336759
1651,0.24,60.7,58.0,4.04,4.07,2.46,1.7320508075688772,1.7320508075688772,2.449489742783178,1.0561070349589987,0.9150471456098412,0.9555189456342669,0.005933355365859591,0.5878775382679626,2.9999999999999996,4.242640687119285,7.348469228349534
1652,1.12,62.8,55.0,6.69,6.66,4.19,2.23606797749979,1.4142135623730951,2.0,1.048769961156668,1.0554135441033279,0.8757961783439491,0.005999342450641186,2.24,3.1622776601683795,2.8284271247461903,6.324555320336759
1653,0.27,62.2,55.0,4.17,4.12,2.58,2.23606797749979,2.449489742783178,2.449489742783178,1.0401381096245144,1.1557557620118843,0.8842443729903536,0.006091311191281791,0.661362230551458,5.477225575051661,5.999999999999999,13.416407864998737
1654,0.9,64.2,59.0,6.02,6.1,3.89,1.4142135623730951,2.449489742783178,2.0,1.048769961156668,0.8534928258891382,0.9190031152647975,0.006300377644636021,1.8,3.4641016151377544,4.898979485566356,6.928203230275509
1655,2.11,67.04974047984028,60.0,7.86,7.8,5.26,1.0,1.4142135623730951,1.7320508075688772,1.0699179974104445,1.0963149089574749,0.8948580497196718,0.00654303980574552,3.6546272039703305,1.4142135623730951,2.4494897427831783,2.4494897427831783
1656,0.31,61.3,55.0,4.35,4.39,2.68,2.23606797749979,2.23606797749979,2.0,1.0332326283987916,0.8959769571200539,0.8972267536704731,0.006057216861259644,0.62,5.000000000000001,4.47213595499958,10.000000000000002
1657,1.23,63.6,57.0,6.79,6.74,4.3,1.4142135623730951,1.0,2.0,1.0561070349589987,1.0927442576087905,0.8962264150943396,0.006250388108448604,2.46,1.4142135623730951,2.0,2.8284271247461903
1658,0.32,60.2,59.0,4.4,4.43,2.66,1.7320508075688772,2.23606797749979,2.0,1.0561070349589987,0.9216953642188069,0.9800664451827242,0.006171801348230004,0.64,3.872983346207417,4.47213595499958,7.745966692414834
1659,0.63,61.3,58.0,5.57,5.52,3.4,2.0,2.449489742783178,1.7320508075688772,1.0358221838584376,1.1142776236670668,0.9461663947797717,0.006026530509167214,1.0911920087683926,4.898979485566356,4.242640687119285,8.48528137423857
1660,2.02,57.9,62.0,8.28,8.36,4.82,1.4142135623730951,1.4142135623730951,2.0,1.0,0.891022584568385,1.0708117443868739,0.006054352693546746,4.04,2.0000000000000004,2.8284271247461903,4.000000000000001
1661,1.29,61.8,55.0,6.99,6.95,4.31,2.23606797749979,1.7320508075688772,1.7320508075688772,1.0699179974104445,1.0712934605281954,0.8899676375404532,0.0061609893746574305,2.234345541763852,3.872983346207417,2.9999999999999996,6.7082039324993685
1662,0.9,61.9,58.0,6.2,6.15,3.82,2.0,1.7320508075688772,1.7320508075688772,1.0699179974104445,1.102043873764248,0.9369951534733442,0.006178916712321996,1.5588457268119895,3.4641016151377544,2.9999999999999996,5.999999999999999
1663,1.01,62.3,58.0,6.44,6.4,4.0,2.0,1.4142135623730951,1.7320508075688772,1.0561070349589987,1.0776325988560311,0.9309791332263243,0.006126261645962732,1.749371315644566,2.8284271247461903,2.4494897427831783,4.898979485566357
1664,1.51,61.1,60.0,7.33,7.36,4.49,2.0,1.4142135623730951,2.449489742783178,1.0360379801467414,0.9521687494183468,0.9819967266775778,0.006233741905713191,3.6987295116025987,2.8284271247461903,3.4641016151377544,6.928203230275509
1665,0.51,61.8,55.0,5.15,9.915124776905465,5.12,2.23606797749979,2.449489742783178,2.23606797749979,1.048769961156668,0.0003855747103675673,0.8899676375404532,0.001950719395750136,1.140394668524893,5.477225575051661,5.477225575051661,12.247448713915892
1666,1.5,57.9,62.0,7.55,7.48,4.35,1.4142135623730951,1.7320508075688772,1.7320508075688772,1.0401381096245144,1.1182637455729414,1.0708117443868739,0.006105952937757137,2.598076211353316,2.4494897427831783,2.9999999999999996,4.242640687119285
1667,0.91,62.9,54.0,6.14,6.22,3.89,1.7320508075688772,2.0,1.4142135623730951,1.0017263703064307,0.8561223548857195,0.8585055643879174,0.0061253799855914915,1.2869343417595167,3.4641016151377544,2.8284271247461903,4.898979485566357
1668,0.9,61.0,59.0,6.14,6.18,3.76,1.7320508075688772,2.449489742783178,1.4142135623730951,1.0017263703064307,0.9250362512227303,0.9672131147540983,0.00630808908973097,1.2727922061357857,4.242640687119285,3.4641016151377544,5.999999999999999
1669,1.0,59.0,61.0,6.42,6.46,3.8,1.4142135623730951,1.7320508075688772,1.4142135623730951,1.0,0.92817554323923,1.0338983050847457,0.006345251746593996,1.4142135623730951,2.4494897427831783,2.4494897427831783,3.4641016151377553
1670,0.41,62.7,57.0,4.77,4.74,2.98,2.23606797749979,2.449489742783178,1.7320508075688772,1.0310746655157532,1.0786497530805386,0.9090909090909091,0.006085144168345127,0.7101408311032396,5.477225575051661,4.242640687119285,9.486832980505138
1671,0.33,62.9,57.0,4.38,4.43,2.77,1.7320508075688772,2.0,2.23606797749979,1.048769961156668,0.8726590789992347,0.9062003179650239,0.0061398298240112675,0.7379024325749307,3.4641016151377544,4.47213595499958,7.745966692414834
1672,0.36,60.0,56.0,4.66,4.68,2.8,2.23606797749979,2.6457513110645907,2.0,1.0401381096245144,0.9499062898615581,0.9333333333333333,0.005895392161486583,0.72,5.916079783099617,5.291502622129181,11.832159566199234
1673,0.56,61.4,56.0,5.33,5.35,3.28,2.23606797749979,2.0,2.0,1.0561070349589987,0.9560511408371961,0.9120521172638437,0.005987329954483463,1.12,4.47213595499958,4.0,8.94427190999916
1674,0.52,61.2,57.0,5.16,5.2,3.17,2.23606797749979,2.23606797749979,2.23606797749979,1.0388433318946915,0.9114992085781597,0.9313725490196078,0.006113515760643631,1.1627553482998907,5.000000000000001,5.000000000000001,11.18033988749895
1675,0.28,60.6,58.0,4.23,4.25,2.57,1.7320508075688772,2.6457513110645907,2.6457513110645907,1.0051791109192922,0.9449683174695525,0.957095709570957,0.0060603207532978695,0.7408103670980855,4.58257569495584,7.000000000000001,12.124355652982143
1676,1.08,61.3,56.0,6.59,6.62,4.05,2.23606797749979,2.0,2.0,1.0548122572291756,0.9469544774613735,0.9135399673735727,0.0061125908674836155,2.16,4.47213595499958,4.0,8.94427190999916
1677,0.92,59.6,59.0,6.32,6.29,3.76,2.0,1.7320508075688772,2.0,1.0310746655157532,1.05875919250219,0.9899328859060402,0.006155059544581257,1.84,3.4641016151377544,3.4641016151377544,6.928203230275509
1678,0.24,61.5,56.0,3.99,4.01,2.46,1.7320508075688772,1.7320508075688772,2.449489742783178,1.0388433318946915,0.9417644158632489,0.9105691056910569,0.006097599085604041,0.5878775382679626,2.9999999999999996,4.242640687119285,7.348469228349534
1679,1.27,61.3,60.0,6.99,6.9,4.26,2.0,2.23606797749979,2.449489742783178,1.0561070349589987,1.1682533097873886,0.9787928221859706,0.006181129682728941,3.110851973334636,4.47213595499958,5.477225575051661,10.954451150103322
1680,0.6,62.9,58.0,5.39,5.33,3.37,2.0,2.6457513110645907,1.7320508075688772,1.0358221838584376,1.1437699280846882,0.9220985691573927,0.006197340743810413,1.0392304845413263,5.291502622129181,4.58257569495584,9.16515138991168
1681,1.31,61.7,55.0,7.1,7.0,4.35,2.23606797749979,1.4142135623730951,2.0,1.0561070349589987,1.1855604541935407,0.8914100486223663,0.006059344573186245,2.62,3.1622776601683795,2.8284271247461903,6.324555320336759
1682,1.57,61.0,59.0,7.5,7.54,4.59,2.0,1.7320508075688772,2.0,1.0388433318946915,0.9381645323539686,0.9672131147540983,0.006048592931622006,3.14,3.4641016151377544,3.4641016151377544,6.928203230275509
1683,0.3,61.0,57.0,4.3,4.33,2.63,2.23606797749979,2.6457513110645907,2.23606797749979,1.0017263703064307,0.9199552680751378,0.9344262295081968,0.006126453679823771,0.6708203932499369,5.916079783099617,5.916079783099617,13.228756555322956
1684,0.9,61.2,57.0,6.15,6.2,3.78,1.7320508075688772,1.4142135623730951,2.0,1.0051791109192922,0.9074048899562431,0.9313725490196078,0.006244302074357149,1.8,2.4494897427831783,2.8284271247461903,4.898979485566357
1685,0.31,61.7,57.0,4.34,4.32,2.67,2.23606797749979,1.7320508075688772,2.23606797749979,1.0548122572291756,1.0569922240891187,0.9238249594813613,0.006192656005390088,0.6931810730249348,3.872983346207417,3.872983346207417,8.660254037844387
1686,0.51,61.0,57.0,5.17,5.22,3.17,2.23606797749979,1.7320508075688772,1.7320508075688772,1.0358221838584376,0.8909236365721069,0.9344262295081968,0.0059614220249856525,0.8833459118601273,3.872983346207417,2.9999999999999996,6.7082039324993685
1687,0.41,62.9,54.0,4.74,4.7,2.97,2.23606797749979,2.23606797749979,2.449489742783178,1.0401381096245144,1.1070463512432003,0.8585055643879174,0.006196567826875752,1.0042907945411028,5.000000000000001,5.477225575051661,12.247448713915892
1688,0.77,62.1,56.0,5.84,5.88,3.64,2.23606797749979,2.0,2.0,1.0,0.9213534203859812,0.9017713365539453,0.006160261786484879,1.54,4.47213595499958,4.0,8.94427190999916
1689,1.64,61.8,59.0,7.51,7.55,4.65,1.7320508075688772,2.449489742783178,1.7320508075688772,1.0561070349589987,0.9382440619737088,0.9546925566343043,0.0062201950960399065,2.8405633244129582,4.242640687119285,4.242640687119285,7.348469228349534
1690,0.35,61.3,54.0,4.58,4.63,2.83,2.23606797749979,2.0,2.23606797749979,1.0358221838584376,0.8778369228557856,0.8809135399673736,0.005832236678429898,0.7826237921249264,4.47213595499958,4.47213595499958,10.000000000000002
1691,2.01,64.9,56.0,7.88,7.81,5.09,1.0,1.7320508075688772,1.4142135623730951,1.0699179974104445,1.1130180395666178,0.8628659476117102,0.00641654173989771,2.842569260369921,1.7320508075688772,2.4494897427831783,2.4494897427831783
1692,0.74,62.3,55.0,5.77,5.81,3.61,2.23606797749979,1.4142135623730951,2.449489742783178,1.0561070349589987,0.9204414527076888,0.882825040128411,0.006114663643466788,1.8126224096595516,3.1622776601683795,3.4641016151377544,7.745966692414834
1693,0.3,62.5,56.0,4.27,4.3,2.68,1.7320508075688772,2.0,1.7320508075688772,1.0360379801467414,0.9194180664814721,0.896,0.006096634088963711,0.5196152422706631,3.4641016151377544,3.4641016151377544,5.999999999999999
1694,0.32,61.8,55.0,4.45,4.42,2.74,2.23606797749979,2.449489742783178,1.7320508075688772,1.0310746655157532,1.0845582932005386,0.8899676375404532,0.005937684740855316,0.5542562584220407,5.477225575051661,4.242640687119285,9.486832980505138
1695,2.02,62.1,61.0,8.06,7.99,4.98,2.0,1.7320508075688772,1.7320508075688772,1.0561070349589987,1.1103480901398095,0.9822866344605475,0.006298544551033695,3.498742631289132,3.4641016151377544,2.9999999999999996,5.999999999999999
1696,1.0,66.9,57.0,6.15,6.03,4.09,1.0,1.4142135623730951,1.0,1.0051791109192922,1.2667579648146055,0.8520179372197308,0.006593018040046716,1.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
1697,0.76,57.7,63.0,5.97,6.05,3.47,1.4142135623730951,2.0,1.7320508075688772,1.0401381096245144,0.8523686689932376,1.0918544194107451,0.006063933245031295,1.3163586137523466,2.8284271247461903,3.4641016151377544,4.898979485566357
1698,0.31,62.4,57.0,4.35,4.31,2.7,2.0,1.7320508075688772,1.7320508075688772,1.0561070349589987,1.1172332223691088,0.9134615384615384,0.006123946705859926,0.5369357503463519,3.4641016151377544,2.9999999999999996,5.999999999999999
1699,0.52,62.7,56.0,5.17,5.14,3.23,2.23606797749979,2.6457513110645907,1.7320508075688772,1.0,1.0723315629664947,0.8931419457735247,0.006058249556868172,0.9006664199358162,5.916079783099617,4.58257569495584,10.246950765959598
1700,0.32,61.7,56.0,4.41,4.37,2.71,2.23606797749979,2.0,2.6457513110645907,1.0548122572291756,1.1155417531930052,0.9076175040518638,0.00612718031163873,0.846640419540669,4.47213595499958,5.291502622129181,11.832159566199234
