,carat,depth,table,x,y,z,cut,color,clarity,city,x/y,td,ad,cc
3319,1.51,61.1,60.0,7.27,7.37,4.47,3.0,6.0,2.0,1.0699179974104445,0.9864314789687924,0.9819967266775778,0.006304744993252734,3.02
3320,0.37,61.9,54.0,4.62,4.66,2.87,5.0,2.0,6.0,1.0548122572291756,0.9914163090128755,0.8723747980613894,0.00598813985782926,2.2199999999999998
3321,1.54,61.7,60.0,7.26,7.32,4.5,2.0,1.0,1.0,1.0548122572291756,0.9918032786885245,0.972447325769854,0.006439623925962724,1.54
3322,0.23,60.5,55.0,4.01,4.02,2.43,3.0,7.0,7.0,1.0388433318946915,0.9975124378109453,0.9090909090909091,0.005871528005937699,1.61
3323,0.26,62.2,54.0,4.1,4.13,2.56,5.0,3.0,3.0,1.0017263703064307,0.9927360774818401,0.8681672025723473,0.005997903502037442,0.78
3324,0.32,61.4,55.0,4.42,4.44,2.72,5.0,4.0,8.0,1.0561070349589987,0.9954954954954954,0.8957654723127036,0.0059948156833969975,2.56
3325,0.51,63.1,59.0,5.04,5.1,3.2,2.0,5.0,4.0,1.0051791109192922,0.9882352941176471,0.9350237717908082,0.006200396825396826,2.04
3326,0.32,61.6,61.0,4.4,4.36,2.7,4.0,2.0,3.0,1.0388433318946915,1.0091743119266054,0.9902597402597403,0.0061779878293639744,0.96
3327,1.0,63.3,61.0,6.29,6.31,3.99,2.0,5.0,3.0,1.0388433318946915,0.9968304278922346,0.9636650868878357,0.006314618238293372,3.0
3328,1.04,61.4,56.0,6.56,6.5,4.01,5.0,6.0,2.0,1.0401381096245144,1.0092307692307692,0.9120521172638437,0.006082355087890031,2.08
3329,1.24,63.5,55.0,6.86,6.82,4.35,5.0,6.0,3.0,1.0310746655157532,1.0058651026392962,0.8661417322834646,0.006092898422243954,3.7199999999999998
3330,0.32,62.5,55.0,4.38,4.35,2.73,5.0,4.0,3.0,1.0051791109192922,1.006896551724138,0.88,0.006152108183284377,0.96
3331,0.71,62.6,56.0,5.65,5.69,3.55,5.0,4.0,7.0,1.0,0.992970123022847,0.8945686900958466,0.0062211300682769016,4.97
3332,1.01,63.0,60.0,6.28,6.35,3.98,2.0,5.0,2.0,1.0699179974104445,0.988976377952756,0.9523809523809523,0.006363630177569224,2.02
3333,0.59,62.5,57.0,5.32,5.37,3.34,5.0,6.0,2.0,1.0358221838584376,0.9906890130353818,0.912,0.006183290159295808,1.18
3334,0.39,60.0,56.0,4.77,4.79,2.87,5.0,7.0,6.0,1.0388433318946915,0.9958246346555323,0.9333333333333333,0.005947422860438645,2.34
3335,1.73,61.4,57.0,7.7,7.65,4.71,5.0,2.0,5.0,1.0401381096245144,1.0065359477124183,0.9283387622149837,0.006235525156469331,8.65
3336,0.33,62.1,55.0,4.43,4.46,2.76,5.0,7.0,4.0,1.0017263703064307,0.9932735426008968,0.8856682769726247,0.006051545080489952,1.32
3337,1.0,63.7,57.0,6.36,6.32,4.04,2.0,5.0,2.0,1.0388433318946915,1.0063291139240507,0.8948194662480377,0.0061580674427605155,2.0
3338,0.7,61.9,58.0,5.67,5.73,3.53,4.0,1.0,6.0,1.0358221838584376,0.9895287958115182,0.9369951534733442,0.006103594229637601,4.199999999999999
3339,0.61,62.1,57.0,5.41,5.47,3.38,5.0,6.0,5.0,1.0017263703064307,0.9890310786106034,0.9178743961352657,0.006098577445824987,3.05
3340,1.24,62.4,59.0,6.82,6.86,4.27,4.0,7.0,3.0,1.0561070349589987,0.9941690962099126,0.9455128205128205,0.006207051085892552,3.7199999999999998
3341,1.37,63.8,56.0,7.01,6.98,4.46,5.0,3.0,5.0,1.0699179974104445,1.0042979942693409,0.877742946708464,0.006277869271739854,6.8500000000000005
3342,0.9,62.7,59.0,6.1,6.14,3.84,2.0,5.0,4.0,1.0332326283987916,0.993485342019544,0.9409888357256778,0.006257676082661399,3.6
3343,2.0,60.3,56.0,8.16,8.27,4.94,5.0,5.0,1.0,1.0699179974104445,0.9866989117291416,0.9286898839137645,0.005999393917228906,2.0
3344,0.53,60.3,57.0,5.21,5.24,3.15,5.0,5.0,3.0,1.0388433318946915,0.9942748091603053,0.945273631840796,0.006163058719065226,1.59
3345,0.31,61.7,54.0,4.38,4.34,2.69,5.0,4.0,6.0,1.0332326283987916,1.0092165898617511,0.8752025931928686,0.006062413762164233,1.8599999999999999
3346,1.06,61.6,61.0,6.59,6.53,4.04,4.0,7.0,2.0,1.0358221838584376,1.0091883614088821,0.9902597402597403,0.0060971363085226445,2.12
3347,0.31,63.3,58.0,4.35,4.34,2.75,3.0,1.0,2.0,1.0360379801467414,1.0023041474654377,0.9162717219589258,0.005971040453799075,0.62
3348,0.37,61.5,56.0,4.64,4.59,2.84,5.0,4.0,4.0,1.0360379801467414,1.0108932461873639,0.9105691056910569,0.006117200536250332,1.48
3349,0.55,60.8,56.0,5.3,5.33,3.23,5.0,3.0,3.0,1.0051791109192922,0.9943714821763602,0.9210526315789475,0.006027775771563519,1.6500000000000001
3350,0.34,61.1,54.0,4.54,4.56,2.78,3.0,5.0,8.0,1.0561070349589987,0.9956140350877194,0.8837970540098199,0.005907631881974135,2.72
3351,0.4,63.0,57.0,4.68,4.71,2.96,3.0,6.0,3.0,1.0358221838584376,0.9936305732484076,0.9047619047619048,0.006130579378987024,1.2000000000000002
3352,0.41,62.0,56.0,4.78,4.8,2.97,5.0,4.0,7.0,1.0310746655157532,0.9958333333333335,0.9032258064516129,0.006016698833993115,2.8699999999999997
3353,0.55,59.7,64.0,5.26,5.32,3.16,3.0,7.0,2.0,1.0401381096245144,0.9887218045112781,1.0720268006700167,0.006219825928106593,1.1
3354,0.52,61.9,55.0,5.14,5.16,3.19,5.0,4.0,6.0,1.0548122572291756,0.9961240310077518,0.8885298869143781,0.006146103082251785,3.12
3355,1.51,62.2,59.0,7.34,7.29,4.55,4.0,7.0,3.0,1.0561070349589987,1.0068587105624143,0.9485530546623794,0.006202145671315114,4.53
3356,0.3,61.0,61.0,4.25,4.31,2.61,3.0,7.0,2.0,1.0699179974104445,0.986078886310905,1.0,0.006275011804865958,0.6
3357,1.12,59.5,59.0,6.8,6.75,4.03,4.0,7.0,2.0,1.0358221838584376,1.0074074074074073,0.9915966386554622,0.006054806813820097,2.24
3358,0.6,61.4,58.0,5.44,5.47,3.35,5.0,6.0,3.0,1.0332326283987916,0.9945155393053018,0.9446254071661238,0.006018942816833137,1.7999999999999998
3359,0.7,61.6,56.0,5.7,5.72,3.52,5.0,6.0,3.0,1.0388433318946915,0.9965034965034966,0.9090909090909091,0.0060993631567794245,2.0999999999999996
3360,0.41,61.7,58.0,4.74,4.79,2.94,3.0,3.0,7.0,1.0548122572291756,0.989561586638831,0.940032414910859,0.006142181862394631,2.8699999999999997
3361,0.52,62.2,57.0,5.13,5.16,3.2,5.0,7.0,3.0,1.0017263703064307,0.9941860465116279,0.9163987138263665,0.0061388397781706626,1.56
3362,0.33,60.8,57.0,4.45,4.47,2.71,5.0,6.0,4.0,1.0017263703064307,0.9955257270693513,0.9375,0.006121771495974518,1.32
3363,0.55,61.3,60.0,5.29,5.28,3.24,4.0,7.0,4.0,1.0548122572291756,1.0018939393939394,0.9787928221859706,0.006077543622177103,2.2
3364,1.51,61.9,57.0,7.42,7.35,4.57,5.0,7.0,3.0,1.0388433318946915,1.0095238095238095,0.9208400646203554,0.006058561250589757,4.53
3365,1.47,62.4,59.0,7.13,7.2,4.47,3.0,6.0,4.0,1.0401381096245144,0.9902777777777777,0.9455128205128205,0.006406012552646965,5.88
3366,0.35,62.3,55.0,4.53,4.56,2.83,5.0,5.0,4.0,1.0051791109192922,0.9934210526315791,0.882825040128411,0.005987128289995419,1.4
3367,0.53,59.9,58.0,5.26,5.29,3.16,4.0,7.0,4.0,1.0017263703064307,0.994328922495274,0.9682804674457429,0.006027640895992215,2.12
3368,1.65,62.3,55.0,7.56,7.6,4.72,5.0,4.0,5.0,1.0017263703064307,0.9947368421052631,0.882825040128411,0.0060842430936097315,8.25
3369,0.7,62.1,55.0,5.69,5.72,3.54,5.0,3.0,2.0,1.0548122572291756,0.9947552447552449,0.8856682769726247,0.006075562359259597,1.4
3370,0.3,61.8,56.0,4.31,4.34,2.67,5.0,4.0,3.0,1.0360379801467414,0.9930875576036866,0.9061488673139159,0.00600679753235952,0.8999999999999999
3371,2.11,63.8,54.0,8.13,8.19,5.21,3.0,2.0,2.0,1.0358221838584376,0.9926739926739928,0.8463949843260189,0.006082334276057672,4.22
3372,0.3,60.8,56.0,4.35,4.37,2.65,3.0,4.0,5.0,1.0548122572291756,0.9954233409610983,0.9210526315789475,0.005955314299156281,1.5
3373,0.28,62.2,61.0,4.13,4.16,2.58,3.0,7.0,5.0,1.0332326283987916,0.9927884615384615,0.9807073954983923,0.006316768240299971,1.4000000000000001
3374,2.02,59.6,60.0,8.2,8.25,4.9,4.0,2.0,4.0,1.0332326283987916,0.9939393939393939,1.006711409395973,0.006093790065915502,8.08
3375,1.22,61.0,57.0,6.88,6.93,4.2,5.0,3.0,2.0,1.0561070349589987,0.9927849927849928,0.9344262295081968,0.006092406424632338,2.44
3376,0.4,63.4,59.0,4.7,4.67,2.97,3.0,7.0,2.0,1.0017263703064307,1.006423982869379,0.9305993690851735,0.006136048780360593,0.8
3377,0.97,62.2,55.9,6.34,6.29,3.94,3.0,2.0,4.0,1.0561070349589987,1.0079491255961843,0.8987138263665594,0.006173559086853983,3.88
3378,1.2,62.3,56.0,6.76,6.81,4.23,3.0,2.0,4.0,1.0401381096245144,0.9926578560939795,0.8988764044943821,0.006162360070519583,4.8
3379,0.32,62.1,54.0,4.42,4.4,2.74,5.0,3.0,7.0,1.0699179974104445,1.0045454545454544,0.8695652173913043,0.006005158431092308,2.24
3380,0.39,61.9,57.0,4.69,4.71,2.91,5.0,7.0,5.0,1.0017263703064307,0.9957537154989385,0.9208400646203554,0.006067054108742051,1.9500000000000002
3381,0.23,61.8,59.0,3.9,3.93,2.42,3.0,6.0,7.0,1.0051791109192922,0.9923664122137404,0.9546925566343043,0.006200908352192184,1.61
3382,0.5,63.6,55.0,5.03,5.06,3.21,2.0,4.0,3.0,1.0561070349589987,0.9940711462450594,0.8647798742138365,0.006119930216149326,1.5
3383,0.71,61.5,55.0,5.76,5.79,3.55,5.0,2.0,3.0,1.0699179974104445,0.9948186528497409,0.8943089430894309,0.005996929572059106,2.13
3384,0.82,62.5,57.0,5.91,5.97,3.71,5.0,3.0,3.0,1.0388433318946915,0.9899497487437187,0.912,0.006264380525302991,2.46
3385,0.34,60.7,61.0,4.45,4.51,2.72,3.0,7.0,2.0,1.0401381096245144,0.9866962305986697,1.0049423393739703,0.006228356461296992,0.68
3386,0.32,59.5,57.0,4.49,4.45,2.66,5.0,6.0,5.0,1.0548122572291756,1.0089887640449438,0.957983193277311,0.006020907979264745,1.6
3387,0.5,66.4,58.0,4.98,4.87,3.27,1.0,6.0,3.0,1.0310746655157532,1.02258726899384,0.8734939759036143,0.006304693054631602,1.5
3388,1.07,61.6,60.0,6.56,6.53,4.03,4.0,5.0,4.0,1.0358221838584376,1.004594180704441,0.974025974025974,0.006198144699499579,4.28
3389,0.5,62.9,55.0,5.06,5.09,3.19,3.0,4.0,5.0,1.0401381096245144,0.9941060903732809,0.8744038155802862,0.006085706760998693,2.5
3390,0.35,60.4,58.0,4.53,4.58,2.75,4.0,7.0,4.0,1.0332326283987916,0.9890829694323144,0.9602649006622517,0.00613439405770011,1.4
3391,0.51,61.8,58.0,5.11,5.08,3.15,4.0,6.0,2.0,1.0310746655157532,1.0059055118110236,0.9385113268608415,0.006236989456552764,1.02
3392,1.26,62.8,54.0,6.91,6.89,4.33,5.0,1.0,2.0,1.0388433318946915,1.002902757619739,0.8598726114649682,0.006112028624162906,2.52
3393,0.3,62.6,56.0,4.31,4.29,2.69,5.0,2.0,4.0,1.048769961156668,1.0046620046620045,0.8945686900958466,0.006031626107700596,1.2
3394,1.36,62.1,55.0,7.18,7.13,4.44,5.0,7.0,4.0,1.0332326283987916,1.0070126227208975,0.8856682769726247,0.005983316331915956,5.44
3395,2.05,61.4,59.0,8.16,8.13,5.0,5.0,1.0,5.0,1.0051791109192922,1.003690036900369,0.9609120521172638,0.006180208860912138,10.25
3396,0.32,60.9,57.0,4.42,4.45,2.7,5.0,5.0,8.0,1.0051791109192922,0.9932584269662921,0.9359605911330049,0.006025650440719839,2.56
3397,0.27,59.7,61.0,4.24,4.27,2.54,3.0,6.0,6.0,1.0401381096245144,0.9929742388758783,1.0217755443886096,0.005871327636782798,1.62
3398,0.31,59.6,61.0,4.35,4.38,2.6,3.0,4.0,5.0,1.0699179974104445,0.9931506849315068,1.023489932885906,0.0062578475426845765,1.55
3399,1.13,61.8,56.0,6.74,6.68,4.15,5.0,7.0,3.0,1.0051791109192922,1.0089820359281438,0.9061488673139159,0.006047752195012925,3.3899999999999997
3400,0.56,61.0,60.0,5.39,5.32,3.27,4.0,4.0,5.0,1.0051791109192922,1.013157894736842,0.9836065573770492,0.005972276097129515,2.8000000000000003
3401,0.72,61.6,58.0,5.78,5.81,3.57,4.0,4.0,6.0,1.0561070349589987,0.9948364888123925,0.9415584415584415,0.006005654022979934,4.32
3402,0.36,62.8,57.0,4.54,4.51,2.84,5.0,7.0,3.0,1.0561070349589987,1.0066518847006651,0.9076433121019108,0.0061908711615051085,1.08
3403,0.3,62.0,53.0,4.31,4.33,2.68,5.0,6.0,4.0,1.0548122572291756,0.995381062355658,0.8548387096774194,0.005998204857250322,1.2
3404,0.9,61.6,56.0,6.17,6.23,3.82,5.0,3.0,3.0,1.0401381096245144,0.9903691813804173,0.9090909090909091,0.006129230243185654,2.7
3405,1.58,61.7,56.0,7.47,7.5,4.62,5.0,2.0,3.0,1.0561070349589987,0.996,0.9076175040518638,0.006104263132375582,4.74
3406,0.34,60.4,58.0,4.53,4.51,2.73,4.0,5.0,5.0,1.0561070349589987,1.0044345898004436,0.9602649006622517,0.006095951823621022,1.7000000000000002
3407,0.52,59.7,60.0,5.22,5.2,3.11,4.0,4.0,3.0,1.0017263703064307,1.0038461538461538,1.0050251256281406,0.006159835409197866,1.56
3408,0.79,62.3,57.0,5.9,5.85,3.66,5.0,4.0,3.0,1.0388433318946915,1.0085470085470087,0.9149277688603532,0.006253715617427759,2.37
3409,0.52,62.7,56.0,5.07,5.1,3.19,3.0,6.0,2.0,1.0401381096245144,0.9941176470588237,0.8931419457735247,0.006304265939154377,1.04
3410,0.7,61.4,55.0,5.7,5.76,3.52,5.0,2.0,7.0,1.0401381096245144,0.9895833333333334,0.8957654723127036,0.006057006468190678,4.8999999999999995
3411,1.01,63.0,60.0,6.33,6.36,4.0,3.0,3.0,3.0,1.0,0.9952830188679245,0.9523809523809523,0.006271920673244111,3.0300000000000002
3412,0.75,63.6,58.0,5.71,5.76,3.65,3.0,7.0,2.0,1.0561070349589987,0.9913194444444444,0.9119496855345912,0.006247550960023671,1.5
3413,1.22,62.6,55.0,6.86,6.82,4.28,5.0,5.0,5.0,1.0548122572291756,1.0058651026392962,0.8785942492012779,0.006092668813470126,6.1
3414,0.62,60.7,55.0,5.55,5.59,3.38,5.0,4.0,5.0,1.048769961156668,0.9928443649373881,0.9060955518945634,0.0059124869913365855,3.1
3415,0.57,63.1,54.0,5.3,5.28,3.34,3.0,3.0,3.0,1.0561070349589987,1.0037878787878787,0.8557844690966719,0.0060984377728248475,1.71
3416,0.52,62.9,56.0,5.14,5.17,3.24,3.0,7.0,2.0,1.0,0.9941972920696325,0.890302066772655,0.006039551255766726,1.04
3417,0.31,61.7,61.0,4.31,4.34,2.67,3.0,3.0,5.0,1.0,0.9930875576036866,0.9886547811993517,0.006207024116771504,1.55
3418,0.34,61.6,53.0,4.5,4.52,2.78,5.0,3.0,7.0,1.0332326283987916,0.9955752212389382,0.8603896103896104,0.006012888804001049,2.3800000000000003
3419,0.9,62.9,56.0,6.09,6.19,3.86,3.0,7.0,2.0,1.0401381096245144,0.9838449111470112,0.890302066772655,0.006185107654478939,1.8
3420,0.32,61.2,57.0,4.4,4.43,2.7,5.0,4.0,5.0,1.0310746655157532,0.9932279909706547,0.9313725490196078,0.006080367254182152,1.6
3421,0.93,62.3,58.0,6.18,6.22,3.86,4.0,5.0,3.0,1.0310746655157532,0.9935691318327974,0.9309791332263243,0.006267823871399459,2.79
3422,0.62,61.3,58.8,5.48,5.52,3.37,3.0,2.0,6.0,1.0561070349589987,0.992753623188406,0.9592169657422512,0.0060819402943376585,3.7199999999999998
3423,1.0,57.8,58.0,6.55,6.61,3.8,2.0,7.0,2.0,1.0310746655157532,0.9909228441754916,1.0034602076124568,0.006078181213679068,2.0
3424,0.54,60.6,58.0,5.26,5.3,3.2,3.0,7.0,4.0,1.0360379801467414,0.9924528301886792,0.957095709570957,0.006053160198005596,2.16
3425,1.19,60.8,59.0,6.87,6.84,4.17,4.0,3.0,3.0,1.0388433318946915,1.0043859649122808,0.9703947368421053,0.006072927097174121,3.57
3426,0.3,62.3,54.0,4.32,4.35,2.7,5.0,4.0,7.0,1.0,0.9931034482758622,0.8667736757624398,0.005912681519322643,2.1
3427,0.39,61.5,57.0,4.69,4.74,2.9,5.0,4.0,4.0,1.048769961156668,0.989451476793249,0.926829268292683,0.006049443497732388,1.56
3428,0.31,63.3,59.0,4.24,4.29,2.7,2.0,7.0,3.0,1.0,0.9883449883449884,0.9320695102685624,0.006312113230352223,0.9299999999999999
3429,0.56,61.3,55.0,5.31,5.33,3.26,5.0,3.0,8.0,1.0401381096245144,0.99624765478424,0.8972267536704731,0.006069441038512577,4.48
3430,1.51,58.8,62.0,7.4,7.49,4.38,2.0,4.0,3.0,1.0358221838584376,0.9879839786381842,1.054421768707483,0.006219984455805733,4.53
3431,0.25,59.0,58.0,4.1,4.14,2.43,3.0,5.0,6.0,1.0548122572291756,0.9903381642512077,0.9830508474576272,0.0060610733142579245,1.5
3432,1.65,62.8,56.0,7.52,7.57,4.74,3.0,5.0,5.0,1.0051791109192922,0.9933949801849404,0.89171974522293,0.006114935527677576,8.25
3433,0.4,62.0,56.0,4.74,4.68,2.92,5.0,3.0,3.0,1.0310746655157532,1.012820512820513,0.9032258064516129,0.00617522726071365,1.2000000000000002
3434,1.21,62.8,54.4,6.78,6.81,4.26,3.0,3.0,5.0,1.0310746655157532,0.9955947136563877,0.8662420382165605,0.006151754072517121,6.05
3435,1.25,61.1,55.0,6.94,6.97,4.25,5.0,3.0,4.0,1.0548122572291756,0.9956958393113344,0.9001636661211129,0.006080353574992527,5.0
3436,0.51,63.2,56.0,5.04,5.08,3.2,3.0,7.0,4.0,1.0332326283987916,0.9921259842519685,0.8860759493670886,0.006224807836520434,2.04
3437,0.36,63.0,55.0,4.54,4.51,2.85,4.0,3.0,3.0,1.0017263703064307,1.0066518847006651,0.873015873015873,0.006169148806552458,1.08
3438,0.33,61.2,57.0,4.47,4.5,2.74,3.0,4.0,7.0,1.0358221838584376,0.9933333333333333,0.9313725490196078,0.0059874698585324175,2.31
3439,0.3,63.8,56.0,4.26,4.3,2.73,2.0,4.0,3.0,1.048769961156668,0.9906976744186047,0.877742946708464,0.005999023358997156,0.8999999999999999
3440,0.73,61.3,60.0,5.72,5.79,3.53,3.0,3.0,4.0,1.0360379801467414,0.9879101899827288,0.9787928221859706,0.006244153376798799,2.92
3441,0.3,62.9,56.0,4.28,4.24,2.68,5.0,7.0,4.0,1.0,1.009433962264151,0.890302066772655,0.00616846116797427,1.2
3442,2.04,57.7,64.0,8.39,8.31,4.82,2.0,2.0,3.0,1.048769961156668,1.009626955475331,1.1082332720839165,0.00607043963177213,6.12
3443,1.75,62.6,58.0,7.63,7.67,4.79,3.0,4.0,4.0,1.0360379801467414,0.9947848761408083,0.926517571884984,0.006242846166506646,7.0
3444,1.1,62.4,58.0,6.6,6.57,4.11,4.0,7.0,2.0,1.0017263703064307,1.004566210045662,0.9294871794871795,0.006172222283944445,2.2
3445,0.54,63.5,58.0,5.21,5.15,3.29,3.0,5.0,3.0,1.0358221838584376,1.011650485436893,0.9133858267716536,0.006117203235071603,1.62
3446,0.74,59.1,60.0,5.88,5.93,3.49,3.0,6.0,2.0,1.0401381096245144,0.9915682967959528,1.015228426395939,0.006080989777396001,1.48
3447,1.34,61.0,60.0,7.13,7.07,4.33,4.0,4.0,4.0,1.0310746655157532,1.0084865629420083,0.9836065573770492,0.006139145951244928,5.36
3448,1.5,60.0,60.0,7.48,7.42,4.47,4.0,5.0,3.0,1.0,1.0080862533692723,1.0,0.006046140467998359,4.5
3449,0.35,60.8,56.0,4.58,4.6,2.79,5.0,7.0,6.0,1.0401381096245144,0.9956521739130436,0.9210526315789475,0.005954434624731115,2.0999999999999996
3450,0.3,61.7,58.0,4.28,4.31,2.65,5.0,6.0,7.0,1.0310746655157532,0.9930394431554526,0.940032414910859,0.006136974823265353,2.1
3451,0.3,62.0,60.0,4.31,4.27,2.66,4.0,4.0,5.0,1.0358221838584376,1.009367681498829,0.967741935483871,0.00612822176449399,1.5
3452,0.24,61.4,60.0,3.98,4.0,2.45,3.0,7.0,4.0,1.0561070349589987,0.995,0.9771986970684039,0.006153215054866166,0.96
3453,0.34,61.5,59.0,4.5,4.47,2.76,4.0,4.0,7.0,1.0401381096245144,1.0067114093959733,0.959349593495935,0.006124206104752746,2.3800000000000003
3454,0.39,60.9,56.0,4.68,4.75,2.87,5.0,5.0,5.0,1.0401381096245144,0.9852631578947367,0.9195402298850575,0.006112843083318052,1.9500000000000002
3455,1.12,62.2,59.0,6.66,6.59,4.12,4.0,2.0,5.0,1.0310746655157532,1.0106221547799696,0.9485530546623794,0.006193856835458557,5.6000000000000005
3456,0.6,62.5,55.0,5.42,5.4,3.38,5.0,7.0,7.0,1.0548122572291756,1.0037037037037035,0.88,0.006065149408890539,4.2
3457,1.01,63.5,55.0,6.32,6.27,4.0,3.0,3.0,2.0,1.0360379801467414,1.0079744816586922,0.8661417322834646,0.006372014616518281,2.02
3458,0.52,60.1,56.0,5.24,5.27,3.16,5.0,2.0,7.0,1.0017263703064307,0.9943074003795067,0.9317803660565723,0.005959013356074151,3.64
3459,0.4,56.428450102288004,59.0,4.94,4.97,2.79,2.0,7.0,5.0,1.0561070349589987,0.9939637826961772,1.0455718683226376,0.0058394568067204914,2.0
3460,0.71,62.2,59.0,5.73,5.66,3.54,4.0,4.0,5.0,1.0,1.0123674911660778,0.9485530546623794,0.0061842072210426926,3.55
3461,0.8,61.0,60.0,5.95,5.98,3.64,3.0,5.0,2.0,1.048769961156668,0.9949832775919732,0.9836065573770492,0.006176898338445231,1.6
3462,1.0,63.0,57.0,6.35,6.32,3.99,5.0,6.0,1.0,1.0561070349589987,1.0047468354430378,0.9047619047619048,0.0062450554773258275,1.0
3463,1.23,62.3,57.0,6.89,6.85,4.28,5.0,3.0,3.0,1.0699179974104445,1.005839416058394,0.9149277688603532,0.006089078164060756,3.69
3464,0.71,60.0,58.0,5.79,5.85,3.49,4.0,2.0,4.0,1.0051791109192922,0.9897435897435898,0.9666666666666667,0.006006182053215027,2.84
3465,0.38,62.4,53.0,4.63,4.67,2.9,5.0,5.0,7.0,1.0561070349589987,0.9914346895074947,0.8493589743589743,0.006060210745423465,2.66
3466,0.78,60.9,55.0,6.0,5.93,3.63,4.0,7.0,3.0,1.0561070349589987,1.0118043844856661,0.90311986863711,0.006039236454689468,2.34
3467,2.0,62.9,56.0,8.06,7.97,5.04,5.0,3.0,3.0,1.0332326283987916,1.0112923462986199,0.890302066772655,0.006177405295064257,6.0
3468,1.07,61.8,56.0,6.58,6.63,4.08,5.0,3.0,2.0,1.0310746655157532,0.9924585218702866,0.9061488673139159,0.006011518563973839,2.14
3469,1.04,62.8,59.0,6.47,6.42,4.05,4.0,4.0,2.0,1.0548122572291756,1.0077881619937694,0.9394904458598726,0.006182142441674013,2.08
3470,0.41,65.4,61.0,4.51,4.63,2.99,1.0,3.0,3.0,1.0,0.9740820734341252,0.9327217125382262,0.0065668203521523074,1.23
3471,0.4,61.6,55.0,4.73,4.75,2.92,5.0,5.0,2.0,1.048769961156668,0.9957894736842107,0.8928571428571428,0.006097086964275643,0.8
3472,0.31,62.8,53.0,4.37,4.35,2.74,5.0,7.0,2.0,1.048769961156668,1.0045977011494254,0.8439490445859873,0.005951691845203022,0.62
3473,2.535418909822108,63.3,58.0,8.88,8.84,5.61,3.0,3.0,2.0,1.048769961156668,1.0045248868778283,0.9162717219589258,0.005757336759311701,5.070837819644216
3474,0.51,61.4,56.0,5.15,5.18,3.17,3.0,6.0,4.0,1.0401381096245144,0.9942084942084943,0.9120521172638437,0.006030786098777891,2.04
3475,0.41,60.8,57.0,4.84,4.8,2.93,5.0,3.0,2.0,1.0401381096245144,1.0083333333333333,0.9375,0.006023232636636297,0.82
3476,1.0,64.3,62.0,6.18,6.13,3.96,2.0,7.0,3.0,1.0401381096245144,1.0081566068515497,0.9642301710730949,0.006665855032157952,3.0
3477,1.04,63.1,55.0,6.45,6.52,4.09,5.0,4.0,2.0,1.0017263703064307,0.9892638036809817,0.8716323296354992,0.006046481395500001,2.08
3478,0.78,62.2,56.0,5.85,5.91,3.66,3.0,7.0,4.0,1.0699179974104445,0.9898477157360406,0.9003215434083601,0.006164107021226104,3.12
3479,1.5,60.5,59.0,7.37,7.27,4.43,4.0,7.0,2.0,1.0332326283987916,1.0137551581843192,0.9752066115702479,0.006319542430412686,3.0
3480,0.54,62.4,56.0,5.22,5.2,3.25,5.0,3.0,5.0,1.048769961156668,1.0038461538461538,0.8974358974358975,0.006121199755152011,2.7
3481,1.02,62.0,56.0,6.5,6.43,4.01,4.0,4.0,5.0,1.0017263703064307,1.010886469673406,0.9032258064516129,0.006085993295264053,5.1
3482,0.33,59.5,59.0,4.48,4.5,2.67,4.0,7.0,2.0,1.0699179974104445,0.9955555555555556,0.9915966386554622,0.006130729445336186,0.66
3483,0.3,61.2,56.0,4.34,4.38,2.67,5.0,6.0,6.0,1.0401381096245144,0.9908675799086758,0.9150326797385621,0.0059107984850387055,1.7999999999999998
3484,1.22,58.9,59.0,6.96,7.02,4.12,3.0,3.0,5.0,1.048769961156668,0.9914529914529915,1.00169779286927,0.006060608950911373,6.1
3485,0.33,63.0,57.0,4.41,4.39,2.77,5.0,3.0,3.0,1.0310746655157532,1.0045558086560364,0.9047619047619048,0.006153625483975652,0.99
3486,1.01,63.2,58.0,6.33,6.39,4.02,2.0,3.0,1.0,1.0561070349589987,0.9906103286384977,0.9177215189873418,0.006211417946547786,1.01
3487,1.54,61.3,55.0,7.39,7.47,4.56,5.0,2.0,5.0,1.0310746655157532,0.9892904953145917,0.8972267536704731,0.006117737494780459,7.7
3488,0.71,62.4,62.0,5.67,5.64,3.53,4.0,3.0,3.0,1.0017263703064307,1.0053191489361704,0.9935897435897436,0.006289577610039173,2.13
3489,0.52,59.9,57.0,5.28,5.24,3.15,5.0,6.0,7.0,1.0051791109192922,1.0076335877862594,0.9515859766277128,0.005966609020044135,3.64
3490,0.31,62.6,57.0,4.32,4.3,2.7,5.0,7.0,3.0,1.0017263703064307,1.0046511627906978,0.9105431309904153,0.006180814751012855,0.9299999999999999
3491,1.05,62.3,56.0,6.54,6.47,4.05,4.0,6.0,2.0,1.0388433318946915,1.010819165378671,0.8988764044943821,0.006127061603052888,2.1
3492,0.41,61.9,58.0,4.77,4.8,2.96,5.0,6.0,7.0,1.0401381096245144,0.9937499999999999,0.9369951534733442,0.006049681757228928,2.8699999999999997
3493,0.44,63.8,54.0,4.85,4.8,3.08,2.0,5.0,3.0,1.0358221838584376,1.0104166666666667,0.8463949843260189,0.006136475208640157,1.32
3494,0.7,64.9,59.0,5.56,5.59,3.62,1.0,5.0,5.0,1.0,0.9946332737030411,0.9090909090909091,0.0062216112323476005,3.5
